School ID,School ID,Network,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
609780, MARINE LEADERSHIP AT AMES HS , Network 14 ,  628 ,  20 ,3.2%,  10 ,1.6%,  - ,0.0%,  - ,0.0%,  590 ,93.9%,  2 ,0.3%,  4 ,0.6%,  1 ,0.2%,  1 ,0.2%
610053, MARQUETTE , Network 10 ,"  1,026 ",  18 ,1.8%,  320 ,31.2%,  - ,0.0%,  - ,0.0%,  681 ,66.4%,  5 ,0.5%,  - ,0.0%,  2 ,0.2%,  - ,0.0%
610054, MARSH , Network 13 ,  612 ,  9 ,1.5%,  69 ,11.3%,  - ,0.0%,  4 ,0.7%,  525 ,85.8%,  4 ,0.7%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
609723, MARSHALL HS , Network 15 ,  174 ,  - ,0.0%,  165 ,94.8%,  - ,0.0%,  - ,0.0%,  8 ,4.6%,  1 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610056, MASON , Network 7 ,  244 ,  1 ,0.4%,  231 ,94.7%,  - ,0.0%,  - ,0.0%,  12 ,4.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609724, MATHER HS , Network 14 ,"  1,683 ",  213 ,12.7%,  234 ,13.9%,  - ,0.0%,  5 ,0.3%,  854 ,50.7%,  21 ,1.2%,  350 ,20.8%,  5 ,0.3%,  1 ,0.1%
610059, MAYER , Network 4 ,  702 ,  471 ,67.1%,  54 ,7.7%,  - ,0.0%,  4 ,0.6%,  67 ,9.5%,  51 ,7.3%,  47 ,6.7%,  7 ,1.0%,  1 ,0.1%
610290, MAYS , Network 11 ,  239 ,  - ,0.0%,  217 ,90.8%,  - ,0.0%,  - ,0.0%,  17 ,7.1%,  2 ,0.8%,  - ,0.0%,  - ,0.0%,  3 ,1.3%
609968, MCAULIFFE , Network 4 ,  561 ,  10 ,1.8%,  29 ,5.2%,  - ,0.0%,  2 ,0.4%,  514 ,91.6%,  4 ,0.7%,  1 ,0.2%,  1 ,0.2%,  - ,0.0%
610063, MCCORMICK , Network 7 ,  429 ,  9 ,2.1%,  4 ,0.9%,  - ,0.0%,  - ,0.0%,  415 ,96.7%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610269, MCCUTCHEON , Network 2 ,  347 ,  16 ,4.6%,  169 ,48.7%,  - ,0.0%,  6 ,1.7%,  91 ,26.2%,  15 ,4.3%,  50 ,14.4%,  - ,0.0%,  - ,0.0%
610066, MCDADE , Network 12 ,  217 ,  5 ,2.3%,  194 ,89.4%,  - ,0.0%,  1 ,0.5%,  5 ,2.3%,  9 ,4.1%,  3 ,1.4%,  - ,0.0%,  - ,0.0%
610312, MCDOWELL , ISP ,  115 ,  - ,0.0%,  112 ,97.4%,  - ,0.0%,  - ,0.0%,  3 ,2.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610067, MCKAY , Network 10 ,  617 ,  10 ,1.6%,  364 ,59.0%,  - ,0.0%,  3 ,0.5%,  235 ,38.1%,  3 ,0.5%,  - ,0.0%,  1 ,0.2%,  1 ,0.2%
610282, MCNAIR , Network 3 ,  327 ,  4 ,1.2%,  243 ,74.3%,  - ,0.0%,  - ,0.0%,  73 ,22.3%,  5 ,1.5%,  2 ,0.6%,  - ,0.0%,  - ,0.0%
610070, MCPHERSON , Network 2 ,  738 ,  207 ,28.0%,  58 ,7.9%,  - ,0.0%,  1 ,0.1%,  378 ,51.2%,  49 ,6.6%,  45 ,6.1%,  - ,0.0%,  - ,0.0%
610293, MELODY , Network 5 ,  318 ,  4 ,1.3%,  286 ,89.9%,  - ,0.0%,  - ,0.0%,  28 ,8.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609902, METCALFE , Network 13 ,  309 ,  1 ,0.3%,  294 ,95.1%,  - ,0.0%,  - ,0.0%,  12 ,3.9%,  2 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610062, MIÑOSO , Network 6 ,  318 ,  40 ,12.6%,  145 ,45.6%,  - ,0.0%,  - ,0.0%,  109 ,34.3%,  7 ,2.2%,  15 ,4.7%,  2 ,0.6%,  - ,0.0%
610171, MIRELES , Network 12 ,  451 ,  2 ,0.4%,  237 ,52.5%,  - ,0.0%,  4 ,0.9%,  207 ,45.9%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610073, MITCHELL , ISP ,  386 ,  206 ,53.4%,  29 ,7.5%,  - ,0.0%,  - ,0.0%,  125 ,32.4%,  16 ,4.1%,  9 ,2.3%,  1 ,0.3%,  - ,0.0%
610276, MOLLISON , Network 9 ,  236 ,  - ,0.0%,  223 ,94.5%,  - ,0.0%,  1 ,0.4%,  7 ,3.0%,  1 ,0.4%,  1 ,0.4%,  - ,0.0%,  3 ,1.3%
610203, MONARCAS , Network 8 ,  804 ,  13 ,1.6%,  17 ,2.1%,  - ,0.0%,  4 ,0.5%,  768 ,95.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  2 ,0.2%
610074, MONROE , Network 4 ,  633 ,  34 ,5.4%,  12 ,1.9%,  - ,0.0%,  - ,0.0%,  580 ,91.6%,  6 ,0.9%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
400116, MONTESSORI ENGLEWOOD , Charter ,  347 ,  3 ,0.9%,  272 ,78.4%,  - ,0.0%,  - ,0.0%,  72 ,20.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610076, MOOS , Network 5 ,  454 ,  55 ,12.1%,  64 ,14.1%,  - ,0.0%,  1 ,0.2%,  315 ,69.4%,  13 ,2.9%,  6 ,1.3%,  - ,0.0%,  - ,0.0%
609725, MORGAN PARK HS , Network 16 ,"  1,163 ",  4 ,0.3%,"  1,113 ",95.7%,  - ,0.0%,  - ,0.0%,  31 ,2.7%,  3 ,0.3%,  - ,0.0%,  2 ,0.2%,  10 ,0.9%
610077, MORRILL , Network 10 ,  500 ,  5 ,1.0%,  140 ,28.0%,  - ,0.0%,  2 ,0.4%,  353 ,70.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610257, MORTON , Network 5 ,  210 ,  18 ,8.6%,  151 ,71.9%,  - ,0.0%,  - ,0.0%,  36 ,17.1%,  5 ,2.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609804, MOSAIC , Network 2 ,  718 ,  95 ,13.2%,  70 ,9.7%,  - ,0.0%,  5 ,0.7%,  277 ,38.6%,  9 ,1.3%,  262 ,36.5%,  - ,0.0%,  - ,0.0%
610082, MOUNT GREENWOOD , ISP ,"  1,155 ",  914 ,79.1%,  34 ,2.9%,  - ,0.0%,  1 ,0.1%,  179 ,15.5%,  17 ,1.5%,  9 ,0.8%,  1 ,0.1%,  - ,0.0%
610086, MOUNT VERNON , Network 13 ,  248 ,  - ,0.0%,  241 ,97.2%,  - ,0.0%,  - ,0.0%,  5 ,2.0%,  - ,0.0%,  1 ,0.4%,  - ,0.0%,  1 ,0.4%
400178, MOVING EVEREST , Charter ,  770 ,  - ,0.0%,  727 ,94.4%,  - ,0.0%,  1 ,0.1%,  40 ,5.2%,  2 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610088, MOZART , Network 4 ,  484 ,  14 ,2.9%,  29 ,6.0%,  - ,0.0%,  1 ,0.2%,  437 ,90.3%,  - ,0.0%,  2 ,0.4%,  - ,0.0%,  1 ,0.2%
610385, MULTICULTURAL ARTS HS , Network 15 ,  253 ,  - ,0.0%,  40 ,15.8%,  - ,0.0%,  1 ,0.4%,  212 ,83.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610089, MURPHY , Network 1 ,  487 ,  151 ,31.0%,  20 ,4.1%,  - ,0.0%,  3 ,0.6%,  288 ,59.1%,  14 ,2.9%,  11 ,2.3%,  - ,0.0%,  - ,0.0%
610090, MURRAY , Network 9 ,  464 ,  11 ,2.4%,  410 ,88.4%,  - ,0.0%,  1 ,0.2%,  19 ,4.1%,  16 ,3.4%,  1 ,0.2%,  - ,0.0%,  6 ,1.3%
400050, NAMASTE , Charter ,  359 ,  21 ,5.8%,  7 ,1.9%,  - ,0.0%,  - ,0.0%,  322 ,89.7%,  8 ,2.2%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610092, NASH , Network 3 ,  267 ,  2 ,0.7%,  195 ,73.0%,  - ,0.0%,  - ,0.0%,  66 ,24.7%,  2 ,0.7%,  1 ,0.4%,  - ,0.0%,  1 ,0.4%
610231, NATIONAL TEACHERS , Network 6 ,  768 ,  83 ,10.8%,  557 ,72.5%,  - ,0.0%,  - ,0.0%,  41 ,5.3%,  36 ,4.7%,  39 ,5.1%,  2 ,0.3%,  10 ,1.3%
610093, NEIL , Network 12 ,  253 ,  1 ,0.4%,  236 ,93.3%,  - ,0.0%,  - ,0.0%,  7 ,2.8%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  8 ,3.2%
610094, NETTELHORST , Network 4 ,  646 ,  358 ,55.4%,  53 ,8.2%,  - ,0.0%,  2 ,0.3%,  94 ,14.6%,  73 ,11.3%,  64 ,9.9%,  2 ,0.3%,  - ,0.0%
610284, NEW FIELD , Network 2 ,  572 ,  75 ,13.1%,  160 ,28.0%,  - ,0.0%,  1 ,0.2%,  257 ,44.9%,  35 ,6.1%,  43 ,7.5%,  1 ,0.2%,  - ,0.0%
610193, NEW SULLIVAN , Network 12 ,  419 ,  9 ,2.1%,  300 ,71.6%,  - ,0.0%,  2 ,0.5%,  88 ,21.0%,  3 ,0.7%,  - ,0.0%,  - ,0.0%,  17 ,4.1%
610095, NEWBERRY , Network 4 ,  330 ,  14 ,4.2%,  234 ,70.9%,  - ,0.0%,  1 ,0.3%,  62 ,18.8%,  15 ,4.5%,  4 ,1.2%,  - ,0.0%,  - ,0.0%
609793, NICHOLSON , Network 11 ,  439 ,  1 ,0.2%,  399 ,90.9%,  - ,0.0%,  1 ,0.2%,  36 ,8.2%,  1 ,0.2%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
610096, NIGHTINGALE , Network 8 ,  962 ,  8 ,0.8%,  4 ,0.4%,  - ,0.0%,  12 ,1.2%,  938 ,97.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609961, NINOS HEROES , Network 12 ,  276 ,  1 ,0.4%,  218 ,79.0%,  - ,0.0%,  - ,0.0%,  57 ,20.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610097, NIXON , Network 4 ,  641 ,  5 ,0.8%,  13 ,2.0%,  - ,0.0%,  2 ,0.3%,  612 ,95.5%,  6 ,0.9%,  1 ,0.2%,  - ,0.0%,  2 ,0.3%
400058, NLCP - CHRISTIANA HS , Charter ,  309 ,  1 ,0.3%,  298 ,96.4%,  - ,0.0%,  - ,0.0%,  8 ,2.6%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  1 ,0.3%
400059, NLCP - COLLINS HS , Charter ,  372 ,  2 ,0.5%,  358 ,96.2%,  - ,0.0%,  - ,0.0%,  8 ,2.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  4 ,1.1%
610098, NOBEL , ISP ,  598 ,  5 ,0.8%,  78 ,13.0%,  - ,0.0%,  2 ,0.3%,  512 ,85.6%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400170, NOBLE - ACADEMY HS , Charter ,  521 ,  6 ,1.2%,  238 ,45.7%,  - ,0.0%,  3 ,0.6%,  252 ,48.4%,  7 ,1.3%,  11 ,2.1%,  1 ,0.2%,  3 ,0.6%
400157, NOBLE - BAKER HS , Charter ,  240 ,  - ,0.0%,  190 ,79.2%,  - ,0.0%,  - ,0.0%,  43 ,17.9%,  2 ,0.8%,  - ,0.0%,  - ,0.0%,  5 ,2.1%
400097, NOBLE - BULLS HS , Charter ,"  1,152 ",  12 ,1.0%,  576 ,50.0%,  - ,0.0%,  4 ,0.3%,  548 ,47.6%,  5 ,0.4%,  1 ,0.1%,  - ,0.0%,  6 ,0.5%
400156, NOBLE - BUTLER HS , Charter ,  637 ,  1 ,0.2%,  600 ,94.2%,  - ,0.0%,  - ,0.0%,  33 ,5.2%,  2 ,0.3%,  - ,0.0%,  - ,0.0%,  1 ,0.2%
400052, NOBLE - COMER , Charter ,"  1,037 ",  1 ,0.1%,"  1,006 ",97.0%,  - ,0.0%,  1 ,0.1%,  17 ,1.6%,  8 ,0.8%,  - ,0.0%,  - ,0.0%,  4 ,0.4%
400118, NOBLE - DRW HS , Charter ,  375 ,  - ,0.0%,  366 ,97.6%,  - ,0.0%,  - ,0.0%,  7 ,1.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  2 ,0.5%
400053, NOBLE - GOLDER HS , Charter ,  650 ,  12 ,1.8%,  177 ,27.2%,  - ,0.0%,  3 ,0.5%,  440 ,67.7%,  6 ,0.9%,  1 ,0.2%,  1 ,0.2%,  10 ,1.5%
400117, NOBLE - HANSBERRY HS , Charter ,  518 ,  1 ,0.2%,  507 ,97.9%,  - ,0.0%,  - ,0.0%,  6 ,1.2%,  3 ,0.6%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
400169, NOBLE - ITW SPEER HS , Charter ,"  1,099 ",  13 ,1.2%,  115 ,10.5%,  - ,0.0%,  3 ,0.3%,  962 ,87.5%,  1 ,0.1%,  4 ,0.4%,  - ,0.0%,  1 ,0.1%
400106, NOBLE - JOHNSON HS , Charter ,  459 ,  2 ,0.4%,  436 ,95.0%,  - ,0.0%,  1 ,0.2%,  18 ,3.9%,  - ,0.0%,  - ,0.0%,  1 ,0.2%,  1 ,0.2%
400179, NOBLE - MANSUETO HS , Charter ,"  1,068 ",  3 ,0.3%,  12 ,1.1%,  - ,0.0%,  5 ,0.5%,"  1,044 ",97.8%,  - ,0.0%,  2 ,0.2%,  1 ,0.1%,  1 ,0.1%
400098, NOBLE - MUCHIN HS , Charter ,  941 ,  12 ,1.3%,  420 ,44.6%,  - ,0.0%,  2 ,0.2%,  455 ,48.4%,  1 ,0.1%,  48 ,5.1%,  2 ,0.2%,  1 ,0.1%
400051, NOBLE - NOBLE HS , Charter ,  674 ,  17 ,2.5%,  108 ,16.0%,  - ,0.0%,  2 ,0.3%,  525 ,77.9%,  8 ,1.2%,  11 ,1.6%,  - ,0.0%,  3 ,0.4%
400054, NOBLE - PRITZKER HS , Charter ,  990 ,  9 ,0.9%,  49 ,4.9%,  - ,0.0%,  6 ,0.6%,  921 ,93.0%,  - ,0.0%,  5 ,0.5%,  - ,0.0%,  - ,0.0%
400055, NOBLE - RAUNER HS , Charter ,  599 ,  14 ,2.3%,  144 ,24.0%,  - ,0.0%,  3 ,0.5%,  427 ,71.3%,  6 ,1.0%,  1 ,0.2%,  - ,0.0%,  4 ,0.7%
400056, NOBLE - ROWE CLARK HS , Charter ,  345 ,  - ,0.0%,  294 ,85.2%,  - ,0.0%,  - ,0.0%,  47 ,13.6%,  3 ,0.9%,  - ,0.0%,  - ,0.0%,  1 ,0.3%
400057, NOBLE - UIC HS , Charter ,  935 ,  15 ,1.6%,  390 ,41.7%,  - ,0.0%,  1 ,0.1%,  476 ,50.9%,  3 ,0.3%,  45 ,4.8%,  2 ,0.2%,  3 ,0.3%
610354, NORTH RIVER , Network 1 ,  296 ,  15 ,5.1%,  9 ,3.0%,  - ,0.0%,  2 ,0.7%,  240 ,81.1%,  1 ,0.3%,  11 ,3.7%,  - ,0.0%,  18 ,6.1%
609691, NORTH-GRAND HS , Network 15 ,"  1,047 ",  12 ,1.1%,  192 ,18.3%,  - ,0.0%,  6 ,0.6%,  826 ,78.9%,  4 ,0.4%,  3 ,0.3%,  3 ,0.3%,  1 ,0.1%
609744, NORTHSIDE LEARNING HS , Network 14 ,  277 ,  47 ,17.0%,  46 ,16.6%,  - ,0.0%,  2 ,0.7%,  156 ,56.3%,  4 ,1.4%,  21 ,7.6%,  1 ,0.4%,  - ,0.0%
609749, NORTHSIDE PREP HS , Network 14 ,"  1,033 ",  375 ,36.3%,  67 ,6.5%,  - ,0.0%,  3 ,0.3%,  293 ,28.4%,  44 ,4.3%,  221 ,21.4%,  7 ,0.7%,  23 ,2.2%
610051, NORTHWEST , Network 3 ,  513 ,  11 ,2.1%,  17 ,3.3%,  - ,0.0%,  1 ,0.2%,  480 ,93.6%,  2 ,0.4%,  2 ,0.4%,  - ,0.0%,  - ,0.0%
610099, NORWOOD PARK , Network 1 ,  325 ,  173 ,53.2%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  122 ,37.5%,  13 ,4.0%,  14 ,4.3%,  1 ,0.3%,  1 ,0.3%
610101, OGDEN ES , Network 15 ,  910 ,  192 ,21.1%,  398 ,43.7%,  - ,0.0%,  5 ,0.5%,  179 ,19.7%,  59 ,6.5%,  71 ,7.8%,  - ,0.0%,  6 ,0.7%
610529, OGDEN HS , Network 15 ,  510 ,  71 ,13.9%,  235 ,46.1%,  - ,0.0%,  1 ,0.2%,  179 ,35.1%,  12 ,2.4%,  12 ,2.4%,  - ,0.0%,  - ,0.0%
610102, OGLESBY , Network 11 ,  278 ,  - ,0.0%,  261 ,93.9%,  - ,0.0%,  - ,0.0%,  16 ,5.8%,  - ,0.0%,  - ,0.0%,  1 ,0.4%,  - ,0.0%
610103, OKEEFFE , Network 12 ,  501 ,  - ,0.0%,  465 ,92.8%,  - ,0.0%,  1 ,0.2%,  25 ,5.0%,  5 ,1.0%,  - ,0.0%,  1 ,0.2%,  4 ,0.8%
610569, OMBUDSMAN - NORTHWEST HS , Options ,  240 ,  54 ,22.5%,  23 ,9.6%,  - ,0.0%,  1 ,0.4%,  142 ,59.2%,  2 ,0.8%,  17 ,7.1%,  1 ,0.4%,  - ,0.0%
610593, OMBUDSMAN - ROSELAND HS , Options ,  137 ,  - ,0.0%,  120 ,87.6%,  - ,0.0%,  - ,0.0%,  15 ,10.9%,  2 ,1.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610570, OMBUDSMAN - SOUTH HS , Options ,  215 ,  1 ,0.5%,  106 ,49.3%,  - ,0.0%,  2 ,0.9%,  105 ,48.8%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610571, OMBUDSMAN - WEST HS , Options ,  148 ,  1 ,0.7%,  118 ,79.7%,  - ,0.0%,  - ,0.0%,  27 ,18.2%,  2 ,1.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610104, ONAHAN , Network 1 ,  647 ,  381 ,58.9%,  11 ,1.7%,  - ,0.0%,  3 ,0.5%,  203 ,31.4%,  27 ,4.2%,  20 ,3.1%,  1 ,0.2%,  1 ,0.2%
610105, ORIOLE PARK , Network 1 ,  587 ,  352 ,60.0%,  11 ,1.9%,  - ,0.0%,  1 ,0.2%,  165 ,28.1%,  18 ,3.1%,  40 ,6.8%,  - ,0.0%,  - ,0.0%
610329, OROZCO , Network 7 ,  268 ,  4 ,1.5%,  3 ,1.1%,  - ,0.0%,  - ,0.0%,  259 ,96.6%,  1 ,0.4%,  1 ,0.4%,  - ,0.0%,  - ,0.0%
610389, ORR HS , Network 15 ,  230 ,  2 ,0.9%,  143 ,62.2%,  - ,0.0%,  - ,0.0%,  83 ,36.1%,  2 ,0.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609950, ORTIZ DE DOMINGUEZ , Network 7 ,  399 ,  - ,0.0%,  2 ,0.5%,  - ,0.0%,  - ,0.0%,  396 ,99.2%,  - ,0.0%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610107, OTIS , Network 6 ,  347 ,  14 ,4.0%,  101 ,29.1%,  - ,0.0%,  1 ,0.3%,  217 ,62.5%,  4 ,1.2%,  10 ,2.9%,  - ,0.0%,  - ,0.0%
610108, OTOOLE , Network 11 ,  274 ,  7 ,2.6%,  192 ,70.1%,  - ,0.0%,  - ,0.0%,  71 ,25.9%,  4 ,1.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610109, OWEN , Network 10 ,  276 ,  - ,0.0%,  263 ,95.3%,  - ,0.0%,  - ,0.0%,  11 ,4.0%,  2 ,0.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609943, OWENS , Network 13 ,  332 ,  4 ,1.2%,  304 ,91.6%,  - ,0.0%,  - ,0.0%,  15 ,4.5%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  8 ,2.4%
610111, PALMER , ISP ,  757 ,  266 ,35.1%,  14 ,1.8%,  - ,0.0%,  - ,0.0%,  326 ,43.1%,  25 ,3.3%,  123 ,16.2%,  3 ,0.4%,  - ,0.0%
610115, PARK MANOR , Network 12 ,  252 ,  1 ,0.4%,  245 ,97.2%,  - ,0.0%,  - ,0.0%,  5 ,2.0%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610112, PARKER , Network 11 ,  355 ,  1 ,0.3%,  340 ,95.8%,  - ,0.0%,  - ,0.0%,  13 ,3.7%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610116, PARKSIDE , Network 12 ,  245 ,  - ,0.0%,  236 ,96.3%,  - ,0.0%,  - ,0.0%,  7 ,2.9%,  2 ,0.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610117, PASTEUR , Network 8 ,  625 ,  9 ,1.4%,  15 ,2.4%,  - ,0.0%,  2 ,0.3%,  594 ,95.0%,  4 ,0.6%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
610557, PATHWAYS - ASHBURN HS , Options ,  265 ,  11 ,4.2%,  88 ,33.2%,  - ,0.0%,  - ,0.0%,  165 ,62.3%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610568, PATHWAYS - AVONDALE HS , Options ,  302 ,  21 ,7.0%,  35 ,11.6%,  - ,0.0%,  1 ,0.3%,  239 ,79.1%,  2 ,0.7%,  3 ,1.0%,  - ,0.0%,  1 ,0.3%
400173, PATHWAYS - BRIGHTON PARK HS , Options ,  427 ,  13 ,3.0%,  25 ,5.9%,  - ,0.0%,  2 ,0.5%,  384 ,89.9%,  1 ,0.2%,  2 ,0.5%,  - ,0.0%,  - ,0.0%
610594, PATHWAYS - HUMBOLDT PARK HS , Options ,  162 ,  5 ,3.1%,  49 ,30.2%,  - ,0.0%,  1 ,0.6%,  105 ,64.8%,  1 ,0.6%,  1 ,0.6%,  - ,0.0%,  - ,0.0%
609680, PAYTON HS , Network 15 ,"  1,260 ",  440 ,34.9%,  111 ,8.8%,  - ,0.0%,  4 ,0.3%,  322 ,25.6%,  53 ,4.2%,  328 ,26.0%,  2 ,0.2%,  - ,0.0%
610386, PEACE AND EDUCATION HS , Options ,  146 ,  1 ,0.7%,  37 ,25.3%,  - ,0.0%,  - ,0.0%,  105 ,71.9%,  1 ,0.7%,  - ,0.0%,  - ,0.0%,  2 ,1.4%
610120, PECK , ISP ,  754 ,  11 ,1.5%,  9 ,1.2%,  - ,0.0%,  - ,0.0%,  733 ,97.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.1%
610122, PEIRCE , ISP ,"  1,101 ",  503 ,45.7%,  79 ,7.2%,  - ,0.0%,  6 ,0.5%,  351 ,31.9%,  99 ,9.0%,  62 ,5.6%,  1 ,0.1%,  - ,0.0%
610123, PENN , Network 7 ,  216 ,  - ,0.0%,  202 ,93.5%,  - ,0.0%,  1 ,0.5%,  13 ,6.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609872, PEREZ , Network 7 ,  302 ,  5 ,1.7%,  21 ,7.0%,  - ,0.0%,  - ,0.0%,  269 ,89.1%,  1 ,0.3%,  6 ,2.0%,  - ,0.0%,  - ,0.0%
610126, PERSHING , Network 9 ,  396 ,  4 ,1.0%,  375 ,94.7%,  - ,0.0%,  - ,0.0%,  10 ,2.5%,  3 ,0.8%,  4 ,1.0%,  - ,0.0%,  - ,0.0%
400064, PERSPECTIVES - JOSLIN HS , Charter ,  330 ,  2 ,0.6%,  314 ,95.2%,  - ,0.0%,  1 ,0.3%,  8 ,2.4%,  2 ,0.6%,  3 ,0.9%,  - ,0.0%,  - ,0.0%
400061, PERSPECTIVES - LEADERSHIP HS , Charter ,  847 ,  2 ,0.2%,  830 ,98.0%,  - ,0.0%,  1 ,0.1%,  11 ,1.3%,  3 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400066, PERSPECTIVES - MATH & SCI HS , Charter ,  399 ,  3 ,0.8%,  387 ,97.0%,  - ,0.0%,  1 ,0.3%,  6 ,1.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  2 ,0.5%
400062, PERSPECTIVES - TECH HS , Charter ,  427 ,  - ,0.0%,  415 ,97.2%,  - ,0.0%,  - ,0.0%,  9 ,2.1%,  1 ,0.2%,  1 ,0.2%,  - ,0.0%,  1 ,0.2%
610127, PETERSON , Network 1 ,  893 ,  247 ,27.7%,  62 ,6.9%,  - ,0.0%,  6 ,0.7%,  332 ,37.2%,  36 ,4.0%,  207 ,23.2%,  - ,0.0%,  3 ,0.3%
609727, PHILLIPS HS , Network 17 ,  385 ,  - ,0.0%,  368 ,95.6%,  - ,0.0%,  - ,0.0%,  11 ,2.9%,  1 ,0.3%,  1 ,0.3%,  1 ,0.3%,  3 ,0.8%
610304, PHOENIX MILITARY HS , ISP ,  401 ,  14 ,3.5%,  51 ,12.7%,  - ,0.0%,  - ,0.0%,  330 ,82.3%,  1 ,0.2%,  3 ,0.7%,  2 ,0.5%,  - ,0.0%
610106, PICCOLO , Network 5 ,  640 ,  2 ,0.3%,  203 ,31.7%,  - ,0.0%,  - ,0.0%,  431 ,67.3%,  2 ,0.3%,  - ,0.0%,  2 ,0.3%,  - ,0.0%
610129, PICKARD , Network 7 ,  293 ,  7 ,2.4%,  12 ,4.1%,  - ,0.0%,  - ,0.0%,  274 ,93.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610013, PILSEN , Network 7 ,  223 ,  2 ,0.9%,  20 ,9.0%,  - ,0.0%,  1 ,0.4%,  200 ,89.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610130, PIRIE , Network 12 ,  182 ,  - ,0.0%,  175 ,96.2%,  - ,0.0%,  1 ,0.5%,  4 ,2.2%,  2 ,1.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610131, PLAMONDON , ISP ,  84 ,  4 ,4.8%,  17 ,20.2%,  - ,0.0%,  1 ,1.2%,  62 ,73.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400068, PLATO , Contract ,  182 ,  - ,0.0%,  177 ,97.3%,  - ,0.0%,  - ,0.0%,  5 ,2.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610132, POE , Network 13 ,  229 ,  7 ,3.1%,  194 ,84.7%,  - ,0.0%,  - ,0.0%,  20 ,8.7%,  8 ,3.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400069, POLARIS , Charter ,  356 ,  2 ,0.6%,  315 ,88.5%,  - ,0.0%,  - ,0.0%,  38 ,10.7%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610135, PORTAGE PARK , Network 1 ,  889 ,  247 ,27.8%,  34 ,3.8%,  - ,0.0%,  8 ,0.9%,  544 ,61.2%,  31 ,3.5%,  22 ,2.5%,  3 ,0.3%,  - ,0.0%
