Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
ISP,610081,Mark Sheridan Math & Science Academy,  553 ,  41 ,7.4%,  40 ,7.2%,  256 ,46.3%
ISP,610177,Mark Skinner Elementary School,"  1,241 ",  57 ,4.6%,  67 ,5.4%,  218 ,17.6%
ISP,610539,Marvin Camras Elementary School,  956 ,  401 ,42.0%,  153 ,16.0%,  802 ,83.9%
ISP,610312,Mary E McDowell Elementary School,  159 ,  1 ,0.6%,  16 ,10.1%,  139 ,87.4%
ISP,610244,Michele Clark Academic Prep Magnet High School,  535 ,  10 ,1.9%,  98 ,18.3%,  516 ,96.5%
ISP,610082,Mount Greenwood Elementary School,"  1,235 ",  8 ,0.7%,  140 ,11.3%,  158 ,12.8%
ISP,609749,Northside College Preparatory High School,"  1,078 ",  11 ,1.0%,  53 ,4.9%,  464 ,43.0%
ISP,610201,Ole A Thorp Elementary Scholastic Academy,  849 ,  82 ,9.7%,  138 ,16.3%,  363 ,42.8%
ISP,610386,Peace & Education Coalition HS,  103 ,  24 ,23.3%,  27 ,26.2%,  95 ,92.2%
ISP,610147,Philip Rogers Elementary School,  744 ,  258 ,34.7%,  116 ,15.6%,  527 ,70.8%
ISP,610304,Phoenix Military Academy High School,  559 ,  44 ,7.9%,  39 ,7.0%,  500 ,89.5%
ISP,609842,Rachel Carson Elementary School,  968 ,  599 ,61.9%,  75 ,7.8%,  896 ,92.6%
ISP,609903,Richard Edwards Elementary School,"  1,417 ",  751 ,53.0%,  203 ,14.3%,"  1,211 ",85.5%
ISP,610291,Richard Henry Lee Elementary School,  787 ,  198 ,25.2%,  108 ,13.7%,  696 ,88.4%
ISP,609695,Roald Amundsen High School,"  1,384 ",  133 ,9.6%,  215 ,15.5%,  956 ,69.1%
ISP,610250,Ruben Salazar Elementary Bilingual Center,  339 ,  121 ,35.7%,  49 ,14.5%,  255 ,75.2%
ISP,610027,Rudyard Kipling Elementary School,  270 ,,,  32 ,11.9%,  232 ,85.9%
ISP,609995,Rufus M Hitch Elementary School,  583 ,  112 ,19.2%,  77 ,13.2%,  305 ,52.3%
ISP,609990,South Loop Elementary School,  836 ,  63 ,7.5%,  57 ,6.8%,  213 ,25.5%
ISP,609745,Southside Occupational Academy High School,  329 ,  68 ,20.7%,  329 ,100.0%,  296 ,90.0%
ISP,610548,STEM Magnet Academy,  449 ,  34 ,7.6%,  32 ,7.1%,  167 ,37.2%
ISP,610249,Talman Elementary School,  388 ,  209 ,53.9%,  77 ,19.9%,  355 ,91.5%
ISP,609895,Turner-Drew Elementary Language Academy,  223 ,,,  30 ,13.5%,  164 ,73.5%
ISP,610504,Velma F Thomas Early Childhood Center,  151 ,  46 ,30.5%,  53 ,35.1%,  93 ,61.6%
ISP,609680,Walter Payton College Preparatory High School,"  1,220 ",  8 ,0.7%,  51 ,4.2%,  347 ,28.4%
ISP,610179,Washington D Smyser Elementary School,  843 ,  197 ,23.4%,  82 ,9.7%,  579 ,68.7%
ISP,610100,West Park Elementary Academy,  536 ,  209 ,39.0%,  71 ,13.3%,  436 ,81.3%
ISP,610542,West Ridge Elementary School,  760 ,  309 ,40.7%,  95 ,12.5%,  649 ,85.4%
ISP,609755,Whitney M Young Magnet High School,"  2,200 ",  44 ,2.0%,  125 ,5.7%,  807 ,36.7%
ISP,609945,William C. Goudy Technology Academy,  638 ,  246 ,38.6%,  77 ,12.1%,  509 ,79.8%
ISP,609678,William Jones College Preparatory High School,"  1,970 ",  20 ,1.0%,  99 ,5.0%,  670 ,34.0%
Charter,400009,Academy for Global Citizenship Charter School,  467 ,  155 ,33.2%,  59 ,12.6%,  306 ,65.5%
Charter,400081,Acero Charter Schools - Bartolomé de las Casas,  263 ,  125 ,47.5%,  34 ,12.9%,  218 ,82.9%
Charter,400153,Acero Charter Schools - Brighton Park,  548 ,  302 ,55.1%,  58 ,10.6%,  503 ,91.8%
Charter,400082,Acero Charter Schools - Carlos Fuentes,  493 ,  215 ,43.6%,  66 ,13.4%,  431 ,87.4%
Charter,400114,Acero Charter Schools - Esmeralda Santiago,  252 ,  133 ,52.8%,  44 ,17.5%,  220 ,87.3%
Charter,400112,Acero Charter Schools - Jovita Idar,  542 ,  271 ,50.0%,  46 ,8.5%,  476 ,87.8%
Charter,400085,Acero Charter Schools - Major Hector P. Garcia MD,  618 ,  191 ,30.9%,  111 ,18.0%,  565 ,91.4%
Charter,400083,Acero Charter Schools - Octavio Paz Campus,  248 ,  143 ,57.7%,  29 ,11.7%,  237 ,95.6%
Charter,400089,Acero Charter Schools - Officer Donald J. Marquez,  542 ,  312 ,57.6%,  72 ,13.3%,  497 ,91.7%
Charter,400080,Acero Charter Schools - PFC Omar E. Torres,  590 ,  312 ,52.9%,  58 ,9.8%,  504 ,85.4%
Charter,400120,Acero Charter Schools - Roberto Clemente,  513 ,  236 ,46.0%,  58 ,11.3%,  461 ,89.9%
Charter,400084,Acero Charter Schools - Rufino Tamayo,  286 ,  171 ,59.8%,  43 ,15.0%,  259 ,90.6%
Charter,400101,Acero Charter Schools - Sandra Cisneros,  500 ,  247 ,49.4%,  61 ,12.2%,  471 ,94.2%
Charter,400121,Acero Charter Schools - Sor Juana Inés de la Cruz,  590 ,  240 ,40.7%,  90 ,15.3%,  519 ,88.0%
Charter,400079,Acero Charter Schools - SPC Daniel Zizumbo,  621 ,  286 ,46.1%,  57 ,9.2%,  535 ,86.2%
Charter,400149,Acero Charter Schools - Victoria Soto,  518 ,  177 ,34.2%,  87 ,16.8%,  477 ,92.1%
Charter,400011,Alain Locke Charter School,  434 ,,,  61 ,14.1%,  370 ,85.3%
Charter,400181,Art in Motion Charter School,  209 ,,,  37 ,17.7%,  135 ,64.6%
Charter,400060,Asian Human Services - Passages Charter School,  384 ,  162 ,42.2%,  30 ,7.8%,  307 ,80.0%
Charter,400172,ASPIRA Business and Finance,  647 ,  208 ,32.2%,  140 ,21.6%,  499 ,77.1%
Charter,400013,ASPIRA Charter School - Early College High School,  331 ,  121 ,36.6%,  89 ,26.9%,  312 ,94.3%
Charter,400017,ASPIRA Charter School - Haugan Middle School,  207 ,  86 ,41.6%,  38 ,18.4%,  185 ,89.4%
Charter,400115,Catalyst - Maria Charter School,"  1,088 ",  229 ,21.1%,  165 ,15.2%,  997 ,91.6%
Charter,400021,Catalyst Elementary Charter School - Circle Rock,  521 ,,,  53 ,10.2%,  408 ,78.3%
Charter,400161,Chicago Collegiate Charter School,  349 ,  2 ,0.6%,  63 ,18.1%,  320 ,91.7%
Charter,400035,Chicago Math and Science Academy Charter School,  597 ,  153 ,25.6%,  72 ,12.1%,  532 ,89.1%
Charter,400036,Chicago Virtual Charter School,  523 ,  32 ,6.1%,  67 ,12.8%,  366 ,70.0%
Charter,400159,Christopher House Charter School,  458 ,  161 ,35.2%,  69 ,15.1%,  389 ,84.9%
Charter,400023,CICS - Avalon/South Shore,  449 ,  5 ,1.1%,  51 ,11.4%,  390 ,86.9%
Charter,400024,CICS - Basil,  603 ,  53 ,8.8%,  77 ,12.8%,  534 ,88.6%
Charter,400025,CICS - Bucktown,  687 ,  148 ,21.5%,  79 ,11.5%,  502 ,73.1%
Charter,400113,CICS - ChicagoQuest North,  143 ,  2 ,1.4%,  34 ,23.8%,  134 ,93.7%
Charter,400027,CICS - Irving Park,  537 ,  155 ,28.9%,  77 ,14.3%,  332 ,61.8%
Charter,400092,CICS - Lloyd Bond,  351 ,  1 ,0.3%,  33 ,9.4%,  339 ,96.6%
Charter,400033,CICS - Longwood,"  1,297 ",  13 ,1.0%,  242 ,18.7%,"  1,153 ",88.9%
Charter,400026,CICS - Loomis Primary,  523 ,  3 ,0.6%,  39 ,7.5%,  452 ,86.4%
Charter,400034,CICS - Northtown,  903 ,  174 ,19.3%,  219 ,24.3%,  716 ,79.3%
Charter,400028,CICS - Prairie,  423 ,  101 ,23.9%,  58 ,13.7%,  393 ,92.9%
Charter,400032,CICS - Ralph Ellison,  244 ,  1 ,0.4%,  62 ,25.4%,  209 ,85.7%
Charter,400029,CICS - Washington Park,  465 ,,,  45 ,9.7%,  432 ,92.9%
Charter,400030,CICS - West Belden,  538 ,  219 ,40.7%,  60 ,11.2%,  444 ,82.5%
Charter,400031,CICS - Wrightwood,  705 ,  6 ,0.9%,  72 ,10.2%,  588 ,83.4%
Charter,400094,EPIC Academy Charter High School,  521 ,  70 ,13.4%,  110 ,21.1%,  476 ,91.4%
Charter,400039,Erie Elementary Charter School,  419 ,  176 ,42.0%,  79 ,18.9%,  324 ,77.3%
Charter,400171,Foundations College Preparatory Charter School,  202 ,  2 ,1.0%,  46 ,22.8%,  190 ,94.1%
Charter,400040,Frazier Preparatory Academy Charter School,  244 ,,,  20 ,8.2%,  227 ,93.0%
Charter,400168,Great Lakes Academy Charter School,  418 ,  39 ,9.3%,  50 ,12.0%,  294 ,70.3%
Charter,400167,Horizon Science Academy Southwest Chicago Charter,  743 ,  206 ,27.7%,  87 ,11.7%,  693 ,93.3%
Charter,400104,Instituto Health Sciences Career Academy,  650 ,  214 ,32.9%,  131 ,20.2%,  632 ,97.2%
Charter,400162,Intrinsic Charter School,"  1,025 ",  189 ,18.4%,  200 ,19.5%,  875 ,85.4%
Charter,400146,KIPP Academy Chicago Campus,  518 ,  1 ,0.2%,  80 ,15.4%,  490 ,94.6%
Charter,400044,KIPP Ascend Charter School,  930 ,  7 ,0.8%,  121 ,13.0%,  856 ,92.0%
Charter,400163,KIPP Chicago Charter School - KIPP Bloom,  614 ,  10 ,1.6%,  84 ,13.7%,  534 ,87.0%
Charter,400180,KIPP One Academy,  877 ,  132 ,15.1%,  97 ,11.1%,  816 ,93.0%
Charter,400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,  439 ,  6 ,1.4%,  44 ,10.0%,  393 ,89.5%
Charter,400048,L.E.A.R.N. - Excel Campus,  459 ,  7 ,1.5%,  58 ,12.6%,  373 ,81.3%
Charter,400111,L.E.A.R.N. - Hunter Perkins Campus,  480 ,  1 ,0.2%,  35 ,7.3%,  390 ,81.3%
Charter,400165,L.E.A.R.N. - Middle School Campus,  285 ,  3 ,1.1%,  43 ,15.1%,  214 ,75.1%
Charter,400046,L.E.A.R.N. - Romano Butler Campus,  530 ,  1 ,0.2%,  43 ,8.1%,  473 ,89.3%
Charter,400107,L.E.A.R.N. - South Chicago Campus,  436 ,  49 ,11.2%,  39 ,8.9%,  358 ,82.1%
Charter,400151,L.E.A.R.N. Charter School - 7th Campus,  178 ,  1 ,0.6%,  21 ,11.8%,  155 ,87.1%
Charter,400049,Legacy Charter School,  469 ,  4 ,0.9%,  59 ,12.6%,  412 ,87.9%
Charter,400119,Legal Prep Charter Academy,  300 ,,,  67 ,22.3%,  281 ,93.7%
Charter,400178,Moving Everest Charter School,  532 ,  10 ,1.9%,  56 ,10.5%,  433 ,81.4%
Charter,400050,Namaste Charter School,  476 ,  219 ,46.0%,  86 ,18.1%,  347 ,72.9%
Charter,400157,Noble - Baker College Prep,  199 ,  28 ,14.1%,  43 ,21.6%,  187 ,94.0%
Charter,400156,Noble - Butler College Prep,  623 ,  15 ,2.4%,  128 ,20.6%,  569 ,91.3%
Charter,400097,Noble - Chicago Bulls College Prep,"  1,168 ",  134 ,11.5%,  194 ,16.6%,"  1,015 ",86.9%
Charter,400118,Noble - DRW College Prep,  284 ,  1 ,0.4%,  95 ,33.5%,  263 ,92.6%
Charter,400052,Noble - Gary Comer College Prep,"  1,163 ",  12 ,1.0%,  192 ,16.5%,  981 ,84.4%
Charter,400053,Noble - Golder College Prep,  648 ,  100 ,15.4%,  110 ,17.0%,  590 ,91.1%
Charter,400117,Noble - Hansberry College Prep,  493 ,  7 ,1.4%,  98 ,19.9%,  412 ,83.6%
Charter,400169,Noble - ITW David Speer Academy,"  1,019 ",  162 ,15.9%,  179 ,17.6%,  922 ,90.5%
Charter,400106,Noble - John and Eunice Johnson College Prep,  643 ,  3 ,0.5%,  154 ,24.0%,  588 ,91.5%
Charter,400098,Noble - Muchin College Prep,  978 ,  95 ,9.7%,  122 ,12.5%,  823 ,84.2%
Charter,400051,Noble - Noble College Prep,  691 ,  103 ,14.9%,  107 ,15.5%,  580 ,83.9%
Charter,400054,Noble - Pritzker College Prep,  979 ,  158 ,16.1%,  107 ,10.9%,  928 ,94.8%
Charter,400055,Noble - Rauner College Prep,  626 ,  80 ,12.8%,  102 ,16.3%,  519 ,82.9%
Charter,400056,Noble - Rowe-Clark Math and Science Academy,  418 ,  28 ,6.7%,  106 ,25.4%,  376 ,90.0%
Charter,400170,Noble - The Noble Academy,  485 ,  60 ,12.4%,  76 ,15.7%,  410 ,84.5%
Charter,400057,Noble - UIC College Prep,  969 ,  109 ,11.3%,  141 ,14.6%,  818 ,84.4%
Charter,400179,Noble Mansueto High School,"  1,034 ",  268 ,25.9%,  185 ,17.9%,  947 ,91.6%
Charter,400058,North Lawndale College Prep - Christiana,  333 ,  1 ,0.3%,  61 ,18.3%,  283 ,85.0%
Charter,400059,North Lawndale College Prep - Collins,  410 ,  2 ,0.5%,  69 ,16.8%,  372 ,90.7%
Charter,400062,Perspectives - High School of Technology,  315 ,  1 ,0.3%,  67 ,21.3%,  276 ,87.6%
Charter,400061,Perspectives - Leadership Academy,  515 ,  1 ,0.2%,  75 ,14.6%,  465 ,90.3%
Charter,400066,Perspectives - Math and Science Academy,  507 ,  8 ,1.6%,  103 ,20.3%,  449 ,88.6%
Charter,400064,Perspectives - Rodney D. Joslin,  384 ,  3 ,0.8%,  70 ,18.2%,  339 ,88.3%
Charter,400069,Polaris Charter Academy,  360 ,  7 ,1.9%,  58 ,16.1%,  330 ,91.7%
Charter,400071,Providence Englewood Charter School,  444 ,  1 ,0.2%,  46 ,10.4%,  360 ,81.1%
Charter,400096,Rowe Elementary Charter School,"  1,046 ",  240 ,22.9%,  139 ,13.3%,  866 ,82.8%
Charter,400116,The Montessori School of Englewood Charter,  302 ,  13 ,4.3%,  55 ,18.2%,  270 ,89.4%
Charter,400075,University of Chicago - Donoghue,  501 ,  6 ,1.2%,  39 ,7.8%,  381 ,76.1%
Charter,400076,University of Chicago - North Kenwood/Oakland,  327 ,  5 ,1.5%,  22 ,6.7%,  212 ,64.8%
Charter,400077,University of Chicago - Woodlawn,  620 ,  6 ,1.0%,  79 ,12.7%,  481 ,77.6%
Charter,400105,Urban Prep Academy for Young Men - Bronzeville,  301 ,,,  83 ,27.6%,  247 ,82.1%
Charter,400086,Urban Prep Academy for Young Men - Englewood,  235 ,,,  58 ,24.7%,  190 ,80.9%
Contract,400022,Chicago High School for the Arts (ChiArts),  618 ,  2 ,0.3%,  42 ,6.8%,  270 ,43.7%
Contract,400091,Chicago Technology Academy High School,  315 ,  8 ,2.5%,  77 ,24.4%,  277 ,87.9%
Contract,400043,Hope Institute Learning Academy,  282 ,  13 ,4.6%,  91 ,32.3%,  250 ,88.7%
Contract,400068,Plato Learning Academy,  228 ,,,  23 ,10.1%,  228 ,100.0%
Options,400147,Camelot - Chicago Excel Academy,  302 ,,,  65 ,21.5%,  271 ,89.7%
Options,610565,Camelot Excel - Englewood HS,  264 ,  2 ,0.8%,  42 ,15.9%,  225 ,85.2%
Options,400175,Camelot Excel - Southshore HS,  252 ,  5 ,2.0%,  41 ,16.3%,  209 ,82.9%
Options,400176,Camelot Excel - Southwest HS,  104 ,  7 ,6.7%,  35 ,33.7%,  82 ,78.9%
Options,610572,Camelot Safe Elementary,  7 ,,,  2 ,28.6%,  6 ,85.7%
Options,610573,Camelot Safe HS,  6 ,  1 ,16.7%,  2 ,33.3%,  5 ,83.3%
Options,400164,Instituto - Justice Lozano,  97 ,  30 ,30.9%,  19 ,19.6%,  93 ,95.9%
Options,400137,Little Black Pearl Art and Design Academy,  130 ,,,  29 ,22.3%,  101 ,77.7%
Options,610593,Ombudsman Chicago - Roseland HS,  99 ,,,  18 ,18.2%,  65 ,65.7%
Options,610570,Ombudsman Chicago - South,  454 ,  39 ,8.6%,  79 ,17.4%,  405 ,89.2%
Options,610569,Ombudsman Chicago- Northwest,  254 ,  44 ,17.3%,  56 ,22.1%,  217 ,85.4%
Options,610571,Ombudsman Chicago- West,  321 ,  26 ,8.1%,  72 ,22.4%,  280 ,87.2%
Options,610594,Pathways in Education - Humboldt Park HS,  31 ,  5 ,16.1%,  6 ,19.4%,  22 ,71.0%
Options,610557,Pathways in Education- Ashburn,  301 ,  35 ,11.6%,  47 ,15.6%,  266 ,88.4%
Options,610568,Pathways in Education- Avondale,  316 ,  44 ,13.9%,  56 ,17.7%,  263 ,83.2%
Options,400173,Pathways in Education- Brighton Park,  400 ,  73 ,18.3%,  40 ,10.0%,  350 ,87.5%
Options,400123,YCCS- Academy of Scholastic Achievement HS,  168 ,  1 ,0.6%,  34 ,20.2%,  131 ,78.0%
Options,400133,YCCS- Innovations HS of Arts Integration,  428 ,  4 ,0.9%,  95 ,22.2%,  344 ,80.4%
Options,400124,YCCS- McKinley Lakeside Leadership HS,  170 ,,,  48 ,28.2%,  139 ,81.8%
Options,400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",  186 ,  40 ,21.5%,  39 ,21.0%,  132 ,71.0%
Options,400126,YCCS-Association House HS,  155 ,  27 ,17.4%,  50 ,32.3%,  129 ,83.2%
Options,400127,YCCS-Austin Career Education Center HS,  83 ,  3 ,3.6%,  16 ,19.3%,  68 ,81.9%
Options,400128,YCCS-CCA Academy HS,  145 ,,,  41 ,28.3%,  127 ,87.6%
Options,400150,YCCS-Chatham AcademyHS,  190 ,,,  44 ,23.2%,  149 ,78.4%
Options,400130,YCCS-Community Youth Development Institute HS,  130 ,,,  36 ,27.7%,  95 ,73.1%
Options,400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,  203 ,  31 ,15.3%,  59 ,29.1%,  181 ,89.2%
Options,400134,YCCS-Jane Addams Alternative HS,  217 ,  26 ,12.0%,  40 ,18.4%,  150 ,69.1%
Options,400135,YCCS-Latino Youth Alternative HS,  201 ,  54 ,26.9%,  38 ,18.9%,  146 ,72.6%
Options,400136,YCCS-Olive Harvey Middle College HS,  110 ,  8 ,7.3%,  22 ,20.0%,  91 ,82.7%
Options,400129,YCCS-Progressive Leadership Academy,  186 ,,,  42 ,22.6%,  144 ,77.4%
Options,400139,YCCS-Sullivan House Alternative HS,  300 ,  3 ,1.0%,  62 ,20.7%,  251 ,83.7%
Options,400141,YCCS-Truman Middle College HS,  209 ,  35 ,16.8%,  27 ,12.9%,  132 ,63.2%
Options,400144,YCCS-West HS,  168 ,  11 ,6.6%,  31 ,18.5%,  138 ,82.1%
Options,400143,YCCS-West Town Acad Alternative HS,  159 ,  11 ,6.9%,  33 ,20.8%,  143 ,89.9%
Options,400145,YCCS-Youth Connection Leadership Acad HS,  169 ,,,  38 ,22.5%,  144 ,85.2%
,,,,,,,,,
"Note: ""Economically Disadvantaged Students"" come from families whose income is within 185 percent of the federal poverty line. The District formerly referred to these students as ""Free or Reduced Lunch Eligible Students,"" and adopted the new term after the federal government, under the Community Eligibility Provision, funded breakfasts and lunches for all students if more than 40 percent of students qualify. ",,,,,,,,,
"Note: ""Bilingual"" refers to the state defintions of students who are English learners.",,,,,,,,,
"Note: The EL data set was updated on October 10, 2020 to align with the State's definition of EL.",,,,,,,,,
