School ID,Educational Unit,Network,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
610269, MCCUTCHEON , Network 2 ,  305 ,  21 ,6.9%,  150 ,49.2%,  - ,0.0%,  3 ,1.0%,  76 ,24.9%,  11 ,3.6%,  44 ,14.4%,  - ,0.0%,  - ,0.0%
610066, MCDADE , Network 12 ,  210 ,  5 ,2.4%,  191 ,91.0%,  - ,0.0%,  - ,0.0%,  2 ,1.0%,  8 ,3.8%,  4 ,1.9%,  - ,0.0%,  - ,0.0%
610312, MCDOWELL , ISP ,  116 ,  - ,0.0%,  114 ,98.3%,  - ,0.0%,  - ,0.0%,  2 ,1.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610067, MCKAY , Network 10 ,  624 ,  12 ,1.9%,  441 ,70.7%,  - ,0.0%,  3 ,0.5%,  167 ,26.8%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610282, MCNAIR , Network 3 ,  345 ,  3 ,0.9%,  278 ,80.6%,  - ,0.0%,  - ,0.0%,  57 ,16.5%,  4 ,1.2%,  3 ,0.9%,  - ,0.0%,  - ,0.0%
610070, MCPHERSON , Network 2 ,  664 ,  153 ,23.0%,  58 ,8.7%,  - ,0.0%,  - ,0.0%,  372 ,56.0%,  46 ,6.9%,  35 ,5.3%,  - ,0.0%,  - ,0.0%
610293, MELODY , Network 5 ,  273 ,  1 ,0.4%,  263 ,96.3%,  - ,0.0%,  - ,0.0%,  9 ,3.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609902, METCALFE , Network 13 ,  341 ,  1 ,0.3%,  328 ,96.2%,  - ,0.0%,  - ,0.0%,  10 ,2.9%,  2 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610171, MIRELES , Network 12 ,  469 ,  2 ,0.4%,  251 ,53.5%,  - ,0.0%,  4 ,0.9%,  209 ,44.6%,  3 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610073, MITCHELL , ISP ,  381 ,  184 ,48.3%,  32 ,8.4%,  - ,0.0%,  - ,0.0%,  142 ,37.3%,  15 ,3.9%,  7 ,1.8%,  1 ,0.3%,  - ,0.0%
610276, MOLLISON , Network 9 ,  267 ,  - ,0.0%,  258 ,96.6%,  - ,0.0%,  1 ,0.4%,  5 ,1.9%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  2 ,0.7%
610074, MONROE , Network 4 ,  654 ,  33 ,5.0%,  11 ,1.7%,  - ,0.0%,  - ,0.0%,  599 ,91.6%,  11 ,1.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610076, MOOS , Network 5 ,  433 ,  37 ,8.5%,  63 ,14.5%,  - ,0.0%,  - ,0.0%,  319 ,73.7%,  12 ,2.8%,  2 ,0.5%,  - ,0.0%,  - ,0.0%
609725, MORGAN PARK HS , Network 16 ,"  1,108 ",  10 ,0.9%,"  1,056 ",95.3%,  - ,0.0%,  1 ,0.1%,  26 ,2.3%,  2 ,0.2%,  1 ,0.1%,  2 ,0.2%,  10 ,0.9%
610077, MORRILL , Network 10 ,  515 ,  7 ,1.4%,  147 ,28.5%,  - ,0.0%,  2 ,0.4%,  359 ,69.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610257, MORTON , Network 5 ,  181 ,  13 ,7.2%,  145 ,80.1%,  - ,0.0%,  - ,0.0%,  23 ,12.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610082, MOUNT GREENWOOD , ISP ,"  1,154 ",  923 ,80.0%,  29 ,2.5%,  - ,0.0%,  1 ,0.1%,  175 ,15.2%,  14 ,1.2%,  11 ,1.0%,  1 ,0.1%,  - ,0.0%
610086, MOUNT VERNON , Network 13 ,  232 ,  - ,0.0%,  224 ,96.6%,  - ,0.0%,  - ,0.0%,  3 ,1.3%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  4 ,1.7%
610088, MOZART , Network 4 ,  481 ,  14 ,2.9%,  32 ,6.7%,  - ,0.0%,  1 ,0.2%,  433 ,90.0%,  - ,0.0%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
610385, MULTICULTURAL ARTS HIGH SCHOOL , Network 15 ,  252 ,  1 ,0.4%,  44 ,17.5%,  - ,0.0%,  1 ,0.4%,  206 ,81.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610089, MURPHY , Network 1 ,  495 ,  154 ,31.1%,  22 ,4.4%,  - ,0.0%,  2 ,0.4%,  290 ,58.6%,  13 ,2.6%,  11 ,2.2%,  1 ,0.2%,  2 ,0.4%
610090, MURRAY , Network 9 ,  450 ,  11 ,2.4%,  401 ,89.1%,  - ,0.0%,  1 ,0.2%,  13 ,2.9%,  15 ,3.3%,  2 ,0.4%,  - ,0.0%,  7 ,1.6%
610092, NASH , Network 3 ,  230 ,  - ,0.0%,  195 ,84.8%,  - ,0.0%,  - ,0.0%,  33 ,14.3%,  1 ,0.4%,  1 ,0.4%,  - ,0.0%,  - ,0.0%
610231, NATIONAL TEACHERS , AUSL ,  754 ,  85 ,11.3%,  545 ,72.3%,  - ,0.0%,  - ,0.0%,  45 ,6.0%,  36 ,4.8%,  38 ,5.0%,  2 ,0.3%,  3 ,0.4%
610093, NEIL , Network 12 ,  253 ,  2 ,0.8%,  233 ,92.1%,  - ,0.0%,  - ,0.0%,  8 ,3.2%,  1 ,0.4%,  1 ,0.4%,  - ,0.0%,  8 ,3.2%
610094, NETTELHORST , Network 4 ,  616 ,  347 ,56.3%,  53 ,8.6%,  - ,0.0%,  2 ,0.3%,  91 ,14.8%,  62 ,10.1%,  58 ,9.4%,  3 ,0.5%,  - ,0.0%
610284, NEW FIELD , Network 2 ,  515 ,  65 ,12.6%,  158 ,30.7%,  - ,0.0%,  1 ,0.2%,  217 ,42.1%,  39 ,7.6%,  31 ,6.0%,  2 ,0.4%,  2 ,0.4%
610193, NEW SULLIVAN , Network 12 ,  390 ,  18 ,4.6%,  286 ,73.3%,  - ,0.0%,  2 ,0.5%,  71 ,18.2%,  4 ,1.0%,  - ,0.0%,  - ,0.0%,  9 ,2.3%
610095, NEWBERRY , Network 4 ,  366 ,  20 ,5.5%,  245 ,66.9%,  - ,0.0%,  1 ,0.3%,  75 ,20.5%,  17 ,4.6%,  7 ,1.9%,  - ,0.0%,  1 ,0.3%
609793, NICHOLSON , Network 11 ,  438 ,  1 ,0.2%,  416 ,95.0%,  - ,0.0%,  - ,0.0%,  20 ,4.6%,  - ,0.0%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
610096, NIGHTINGALE , Network 8 ,  971 ,  8 ,0.8%,  6 ,0.6%,  - ,0.0%,  11 ,1.1%,  945 ,97.3%,  1 ,0.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609961, NINOS HEROES , Network 12 ,  300 ,  - ,0.0%,  262 ,87.3%,  - ,0.0%,  - ,0.0%,  38 ,12.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610097, NIXON , Network 4 ,  588 ,  7 ,1.2%,  15 ,2.6%,  - ,0.0%,  1 ,0.2%,  562 ,95.6%,  2 ,0.3%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
610098, NOBEL , ISP ,  571 ,  6 ,1.1%,  83 ,14.5%,  - ,0.0%,  2 ,0.4%,  478 ,83.7%,  2 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610354, NORTH RIVER , Network 1 ,  212 ,  8 ,3.8%,  7 ,3.3%,  - ,0.0%,  - ,0.0%,  174 ,82.1%,  1 ,0.5%,  5 ,2.4%,  2 ,0.9%,  15 ,7.1%
609691, NORTH-GRAND HS , Network 15 ,"  1,059 ",  9 ,0.8%,  197 ,18.6%,  - ,0.0%,  6 ,0.6%,  839 ,79.2%,  3 ,0.3%,  4 ,0.4%,  1 ,0.1%,  - ,0.0%
609744, NORTHSIDE LEARNING HS , Network 14 ,  271 ,  51 ,18.8%,  47 ,17.3%,  - ,0.0%,  1 ,0.4%,  148 ,54.6%,  4 ,1.5%,  19 ,7.0%,  1 ,0.4%,  - ,0.0%
609749, NORTHSIDE PREP HS , Network 14 ,"  1,042 ",  399 ,38.3%,  58 ,5.6%,  - ,0.0%,  4 ,0.4%,  298 ,28.6%,  41 ,3.9%,  218 ,20.9%,  8 ,0.8%,  16 ,1.5%
610051, NORTHWEST , Network 3 ,  479 ,  10 ,2.1%,  15 ,3.1%,  - ,0.0%,  2 ,0.4%,  449 ,93.7%,  1 ,0.2%,  2 ,0.4%,  - ,0.0%,  - ,0.0%
610599, Northwest ECC , Network 1 ,  70 ,  30 ,42.9%,  2 ,2.9%,  - ,0.0%,  - ,0.0%,  26 ,37.1%,  7 ,10.0%,  3 ,4.3%,  - ,0.0%,  2 ,2.9%
610099, NORWOOD PARK , Network 1 ,  339 ,  185 ,54.6%,  1 ,0.3%,  - ,0.0%,  1 ,0.3%,  122 ,36.0%,  16 ,4.7%,  14 ,4.1%,  - ,0.0%,  - ,0.0%
610101, OGDEN ES , Network 15 ,  866 ,  213 ,24.6%,  408 ,47.1%,  - ,0.0%,  2 ,0.2%,  110 ,12.7%,  52 ,6.0%,  70 ,8.1%,  - ,0.0%,  11 ,1.3%
610529, OGDEN HS , Network 15 ,  494 ,  61 ,12.3%,  232 ,47.0%,  - ,0.0%,  2 ,0.4%,  175 ,35.4%,  12 ,2.4%,  11 ,2.2%,  1 ,0.2%,  - ,0.0%
610102, OGLESBY , Network 11 ,  268 ,  - ,0.0%,  262 ,97.8%,  - ,0.0%,  - ,0.0%,  4 ,1.5%,  1 ,0.4%,  - ,0.0%,  1 ,0.4%,  - ,0.0%
610103, OKEEFFE , Network 12 ,  485 ,  2 ,0.4%,  460 ,94.8%,  - ,0.0%,  - ,0.0%,  18 ,3.7%,  4 ,0.8%,  - ,0.0%,  1 ,0.2%,  - ,0.0%
610104, ONAHAN , Network 1 ,  656 ,  397 ,60.5%,  16 ,2.4%,  - ,0.0%,  3 ,0.5%,  195 ,29.7%,  22 ,3.4%,  22 ,3.4%,  - ,0.0%,  1 ,0.2%
610105, ORIOLE PARK , Network 1 ,  597 ,  357 ,59.8%,  10 ,1.7%,  - ,0.0%,  2 ,0.3%,  168 ,28.1%,  16 ,2.7%,  43 ,7.2%,  1 ,0.2%,  - ,0.0%
610329, OROZCO , Network 7 ,  281 ,  2 ,0.7%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  277 ,98.6%,  - ,0.0%,  1 ,0.4%,  - ,0.0%,  - ,0.0%
610389, ORR HS , Network 15 ,  228 ,  4 ,1.8%,  174 ,76.3%,  - ,0.0%,  - ,0.0%,  46 ,20.2%,  4 ,1.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609950, ORTIZ DE DOMINGUEZ , Network 7 ,  392 ,  - ,0.0%,  2 ,0.5%,  - ,0.0%,  - ,0.0%,  388 ,99.0%,  - ,0.0%,  2 ,0.5%,  - ,0.0%,  - ,0.0%
610107, OTIS , Network 6 ,  318 ,  17 ,5.3%,  102 ,32.1%,  - ,0.0%,  1 ,0.3%,  185 ,58.2%,  5 ,1.6%,  7 ,2.2%,  1 ,0.3%,  - ,0.0%
610108, OTOOLE , Network 11 ,  323 ,  5 ,1.5%,  246 ,76.2%,  - ,0.0%,  1 ,0.3%,  71 ,22.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610109, OWEN , Network 10 ,  274 ,  - ,0.0%,  268 ,97.8%,  - ,0.0%,  - ,0.0%,  4 ,1.5%,  2 ,0.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609943, OWENS , Network 13 ,  340 ,  4 ,1.2%,  314 ,92.4%,  - ,0.0%,  - ,0.0%,  14 ,4.1%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  7 ,2.1%
610111, PALMER , ISP ,  731 ,  252 ,34.5%,  16 ,2.2%,  - ,0.0%,  1 ,0.1%,  312 ,42.7%,  24 ,3.3%,  117 ,16.0%,  9 ,1.2%,  - ,0.0%
610115, PARK MANOR , Network 12 ,  263 ,  1 ,0.4%,  258 ,98.1%,  - ,0.0%,  - ,0.0%,  4 ,1.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610112, PARKER , Network 11 ,  348 ,  - ,0.0%,  343 ,98.6%,  - ,0.0%,  - ,0.0%,  4 ,1.1%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610116, PARKSIDE , Network 12 ,  234 ,  - ,0.0%,  226 ,96.6%,  - ,0.0%,  - ,0.0%,  7 ,3.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.4%
610117, PASTEUR , Network 8 ,  580 ,  11 ,1.9%,  10 ,1.7%,  - ,0.0%,  2 ,0.3%,  553 ,95.3%,  4 ,0.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609680, PAYTON HS , Network 15 ,"  1,230 ",  464 ,37.7%,  110 ,8.9%,  - ,0.0%,  2 ,0.2%,  299 ,24.3%,  48 ,3.9%,  301 ,24.5%,  6 ,0.5%,  - ,0.0%
610386, PEACE AND EDUCATION HS , ISP ,  131 ,  - ,0.0%,  38 ,29.0%,  - ,0.0%,  - ,0.0%,  92 ,70.2%,  1 ,0.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610120, PECK , ISP ,  799 ,  14 ,1.8%,  9 ,1.1%,  - ,0.0%,  - ,0.0%,  775 ,97.0%,  1 ,0.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610122, PEIRCE , ISP ,"  1,062 ",  496 ,46.7%,  86 ,8.1%,  - ,0.0%,  8 ,0.8%,  337 ,31.7%,  85 ,8.0%,  49 ,4.6%,  1 ,0.1%,  - ,0.0%
610123, PENN , Network 7 ,  223 ,  1 ,0.4%,  205 ,91.9%,  - ,0.0%,  1 ,0.4%,  16 ,7.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609872, PEREZ , Network 7 ,  258 ,  5 ,1.9%,  6 ,2.3%,  - ,0.0%,  - ,0.0%,  241 ,93.4%,  - ,0.0%,  6 ,2.3%,  - ,0.0%,  - ,0.0%
610126, PERSHING , Network 9 ,  438 ,  4 ,0.9%,  414 ,94.5%,  - ,0.0%,  - ,0.0%,  14 ,3.2%,  3 ,0.7%,  2 ,0.5%,  - ,0.0%,  1 ,0.2%
610127, PETERSON , Network 1 ,  840 ,  252 ,30.0%,  62 ,7.4%,  - ,0.0%,  3 ,0.4%,  292 ,34.8%,  33 ,3.9%,  182 ,21.7%,  - ,0.0%,  16 ,1.9%
609727, PHILLIPS HS , Network 17 ,  457 ,  1 ,0.2%,  404 ,88.4%,  - ,0.0%,  - ,0.0%,  7 ,1.5%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  44 ,9.6%
610304, PHOENIX MILITARY HS , ISP ,  462 ,  12 ,2.6%,  60 ,13.0%,  - ,0.0%,  - ,0.0%,  380 ,82.3%,  3 ,0.6%,  5 ,1.1%,  1 ,0.2%,  1 ,0.2%
610106, PICCOLO , Network 5 ,  568 ,  4 ,0.7%,  221 ,38.9%,  - ,0.0%,  1 ,0.2%,  341 ,60.0%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610129, PICKARD , Network 7 ,  288 ,  9 ,3.1%,  12 ,4.2%,  - ,0.0%,  - ,0.0%,  267 ,92.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610013, PILSEN , Network 7 ,  216 ,  2 ,0.9%,  23 ,10.6%,  - ,0.0%,  1 ,0.5%,  189 ,87.5%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610130, PIRIE , Network 12 ,  202 ,  1 ,0.5%,  196 ,97.0%,  - ,0.0%,  - ,0.0%,  2 ,1.0%,  3 ,1.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610131, PLAMONDON , ISP ,  103 ,  4 ,3.9%,  24 ,23.3%,  - ,0.0%,  1 ,1.0%,  74 ,71.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610132, POE , Network 13 ,  228 ,  8 ,3.5%,  192 ,84.2%,  - ,0.0%,  - ,0.0%,  17 ,7.5%,  10 ,4.4%,  - ,0.0%,  1 ,0.4%,  - ,0.0%
610135, PORTAGE PARK , Network 1 ,  823 ,  229 ,27.8%,  26 ,3.2%,  - ,0.0%,  10 ,1.2%,  514 ,62.5%,  23 ,2.8%,  15 ,1.8%,  5 ,0.6%,  1 ,0.1%
610281, POWELL , Network 12 ,  534 ,  2 ,0.4%,  514 ,96.3%,  - ,0.0%,  - ,0.0%,  13 ,2.4%,  5 ,0.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610136, PRESCOTT , Network 4 ,  396 ,  171 ,43.2%,  45 ,11.4%,  - ,0.0%,  2 ,0.5%,  119 ,30.1%,  21 ,5.3%,  38 ,9.6%,  - ,0.0%,  - ,0.0%
610533, PRIETO , Network 3 ,  739 ,  4 ,0.5%,  25 ,3.4%,  - ,0.0%,  3 ,0.4%,  703 ,95.1%,  2 ,0.3%,  2 ,0.3%,  - ,0.0%,  - ,0.0%
610229, PRITZKER , Network 6 ,  647 ,  228 ,35.2%,  140 ,21.6%,  - ,0.0%,  5 ,0.8%,  174 ,26.9%,  49 ,7.6%,  49 ,7.6%,  2 ,0.3%,  - ,0.0%
609679, PROSSER HS , Network 15 ,"  1,166 ",  20 ,1.7%,  284 ,24.4%,  - ,0.0%,  4 ,0.3%,  852 ,73.1%,  2 ,0.2%,  2 ,0.2%,  2 ,0.2%,  - ,0.0%
610137, PRUSSING , Network 1 ,  614 ,  269 ,43.8%,  9 ,1.5%,  - ,0.0%,  3 ,0.5%,  282 ,45.9%,  13 ,2.1%,  34 ,5.5%,  3 ,0.5%,  1 ,0.2%
610138, PULASKI , Network 6 ,  817 ,  278 ,34.0%,  13 ,1.6%,  - ,0.0%,  3 ,0.4%,  446 ,54.6%,  48 ,5.9%,  29 ,3.5%,  - ,0.0%,  - ,0.0%
610139, PULLMAN , Network 13 ,  301 ,  2 ,0.7%,  237 ,78.7%,  - ,0.0%,  - ,0.0%,  60 ,19.9%,  2 ,0.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610334, RABY HS , Network 15 ,  176 ,  1 ,0.6%,  158 ,89.8%,  - ,0.0%,  1 ,0.6%,  16 ,9.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609941, RANDOLPH , Network 11 ,  339 ,  1 ,0.3%,  287 ,84.7%,  - ,0.0%,  - ,0.0%,  51 ,15.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610141, RAVENSWOOD , Network 2 ,  532 ,  249 ,46.8%,  43 ,8.1%,  - ,0.0%,  - ,0.0%,  155 ,29.1%,  57 ,10.7%,  28 ,5.3%,  - ,0.0%,  - ,0.0%
610142, RAY , Network 9 ,  496 ,  76 ,15.3%,  318 ,64.1%,  - ,0.0%,  3 ,0.6%,  42 ,8.5%,  16 ,3.2%,  33 ,6.7%,  3 ,0.6%,  5 ,1.0%
610143, REAVIS , Network 9 ,  291 ,  - ,0.0%,  285 ,97.9%,  - ,0.0%,  - ,0.0%,  4 ,1.4%,  1 ,0.3%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610144, REILLY , Network 4 ,  559 ,  13 ,2.3%,  12 ,2.1%,  - ,0.0%,  - ,0.0%,  524 ,93.7%,  2 ,0.4%,  7 ,1.3%,  - ,0.0%,  1 ,0.2%
610145, REINBERG , Network 1 ,  718 ,  106 ,14.8%,  29 ,4.0%,  - ,0.0%,  5 ,0.7%,  544 ,75.8%,  8 ,1.1%,  23 ,3.2%,  1 ,0.1%,  2 ,0.3%
610146, REVERE , Network 12 ,  214 ,  - ,0.0%,  210 ,98.1%,  - ,0.0%,  - ,0.0%,  4 ,1.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609682, RICHARDS HS , Network 16 ,  279 ,  1 ,0.4%,  116 ,41.6%,  - ,0.0%,  3 ,1.1%,  146 ,52.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  13 ,4.7%
610588, RICHARDSON , Network 10 ,  924 ,  4 ,0.4%,  11 ,1.2%,  - ,0.0%,  - ,0.0%,  906 ,98.1%,  1 ,0.1%,  1 ,0.1%,  - ,0.0%,  1 ,0.1%
610390, RICKOVER MILITARY HS , ISP ,  459 ,  64 ,13.9%,  20 ,4.4%,  - ,0.0%,  - ,0.0%,  357 ,77.8%,  7 ,1.5%,  11 ,2.4%,  - ,0.0%,  - ,0.0%
610256, ROBINSON , Network 9 ,  112 ,  1 ,0.9%,  107 ,95.5%,  - ,0.0%,  - ,0.0%,  3 ,2.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,0.9%
610147, ROGERS , ISP ,  690 ,  123 ,17.8%,  137 ,19.9%,  - ,0.0%,  - ,0.0%,  240 ,34.8%,  25 ,3.6%,  164 ,23.8%,  1 ,0.1%,  - ,0.0%
609728, ROOSEVELT HS , Network 14 ,"  1,068 ",  55 ,5.1%,  99 ,9.3%,  - ,0.0%,  5 ,0.5%,  804 ,75.3%,  7 ,0.7%,  89 ,8.3%,  4 ,0.4%,  5 ,0.5%
610308, RUDOLPH , Network 6 ,  101 ,  4 ,4.0%,  50 ,49.5%,  - ,0.0%,  - ,0.0%,  43 ,42.6%,  1 ,1.0%,  3 ,3.0%,  - ,0.0%,  - ,0.0%
610152, RUGGLES , Network 12 ,  319 ,  - ,0.0%,  309 ,96.9%,  - ,0.0%,  - ,0.0%,  8 ,2.5%,  1 ,0.3%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610125, RUIZ , Network 7 ,  434 ,  7 ,1.6%,  10 ,2.3%,  - ,0.0%,  - ,0.0%,  413 ,95.2%,  1 ,0.2%,  1 ,0.2%,  2 ,0.5%,  - ,0.0%
610153, RYDER , Network 11 ,  350 ,  1 ,0.3%,  337 ,96.3%,  - ,0.0%,  1 ,0.3%,  7 ,2.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  4 ,1.1%
610342, SABIN , Network 6 ,  320 ,  10 ,3.1%,  66 ,20.6%,  - ,0.0%,  - ,0.0%,  241 ,75.3%,  3 ,0.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610586, SADLOWSKI , Network 13 ,  622 ,  17 ,2.7%,  27 ,4.3%,  - ,0.0%,  1 ,0.2%,  575 ,92.4%,  2 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
