Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
ISP,610081,Mark Sheridan Math & Science Academy,  561 ,  35 ,6.2%,  34 ,6.1%,  246 ,43.9%
ISP,610177,Mark Skinner Elementary School,"  1,217 ",  63 ,5.2%,  72 ,5.9%,  299 ,24.6%
ISP,610312,Mary E McDowell Elementary School,  154 ,  1 ,0.7%,  13 ,8.4%,  123 ,79.9%
ISP,610082,Mount Greenwood Elementary School,"  1,182 ",  5 ,0.4%,  121 ,10.2%,  157 ,13.3%
ISP,609749,Northside College Preparatory High School,"  1,091 ",  11 ,1.0%,  61 ,5.6%,  495 ,45.4%
ISP,610201,Ole A Thorp Elementary Scholastic Academy,  850 ,  83 ,9.8%,  122 ,14.4%,  376 ,44.2%
ISP,610386,Peace & Education Coalition HS,  103 ,  16 ,15.5%,  19 ,18.5%,  97 ,94.2%
ISP,610147,Philip Rogers Elementary School,  746 ,  266 ,35.7%,  104 ,13.9%,  519 ,69.6%
ISP,610304,Phoenix Military Academy High School,  547 ,  40 ,7.3%,  37 ,6.8%,  506 ,92.5%
ISP,609842,Rachel Carson Elementary School,"  1,003 ",  620 ,61.8%,  79 ,7.9%,  897 ,89.4%
ISP,610141,Ravenswood Elementary School,  549 ,  68 ,12.4%,  59 ,10.8%,  198 ,36.1%
ISP,609903,Richard Edwards Elementary School,"  1,461 ",  751 ,51.4%,  186 ,12.7%,"  1,206 ",82.6%
ISP,610291,Richard Henry Lee Elementary School,  810 ,  203 ,25.1%,  110 ,13.6%,  694 ,85.7%
ISP,609695,Roald Amundsen High School,"  1,291 ",  129 ,10.0%,  191 ,14.8%,  999 ,77.4%
ISP,610027,Rudyard Kipling Elementary School,  286 ,  1 ,0.4%,  39 ,13.6%,  215 ,75.2%
ISP,610250,Rueben Salazar Elementary Bilingual Center,  324 ,  119 ,36.7%,  50 ,15.4%,  262 ,80.9%
ISP,610155,Sauganash Elementary School,  627 ,  95 ,15.2%,  55 ,8.8%,  152 ,24.2%
ISP,609990,South Loop Elementary School,  798 ,  58 ,7.3%,  48 ,6.0%,  240 ,30.1%
ISP,609745,Southside Occupational Academy High School,  304 ,  49 ,16.1%,  303 ,99.7%,  262 ,86.2%
ISP,610548,STEM Magnet Academy,  434 ,  28 ,6.5%,  29 ,6.7%,  169 ,38.9%
ISP,610249,Talman Elementary School,  389 ,  194 ,49.9%,  79 ,20.3%,  353 ,90.8%
ISP,610504,Velma F Thomas Early Childhood Center,  165 ,  115 ,69.7%,  66 ,40.0%,  72 ,43.6%
ISP,609944,Virgil Grissom Elementary School,  330 ,  68 ,20.6%,  40 ,12.1%,  196 ,59.4%
ISP,610363,Walt Disney Magnet Elementary School,"  1,521 ",  194 ,12.8%,  128 ,8.4%,  915 ,60.2%
ISP,610587,Walter Henri Dyett High School for the Arts,  484 ,,,  71 ,14.7%,  429 ,88.6%
ISP,609680,Walter Payton College Preparatory High School,"  1,153 ",  5 ,0.4%,  50 ,4.3%,  362 ,31.4%
ISP,610179,Washington D Smyser Elementary School,  866 ,  194 ,22.4%,  84 ,9.7%,  610 ,70.4%
ISP,610542,West Ridge Elementary School,  808 ,  321 ,39.7%,  88 ,10.9%,  635 ,78.6%
ISP,609755,Whitney M Young Magnet High School,"  2,211 ",  38 ,1.7%,  148 ,6.7%,  872 ,39.4%
ISP,609945,William C. Goudy Technology Academy,  701 ,  308 ,43.9%,  79 ,11.3%,  585 ,83.5%
ISP,609678,William Jones College Preparatory High School,"  1,916 ",  23 ,1.2%,  109 ,5.7%,  728 ,38.0%
Charter,400009,Academy for Global Citizenship Charter School,  468 ,  158 ,33.8%,  56 ,12.0%,  310 ,66.2%
Charter,400081,Acero Charter Schools - Bartolomé de las Casas,  264 ,  136 ,51.5%,  35 ,13.3%,  234 ,88.6%
Charter,400153,Acero Charter Schools - Brighton Park,  559 ,  304 ,54.4%,  56 ,10.0%,  510 ,91.2%
Charter,400082,Acero Charter Schools - Carlos Fuentes,  542 ,  219 ,40.4%,  83 ,15.3%,  468 ,86.4%
Charter,400114,Acero Charter Schools - Esmeralda Santiago,  276 ,  135 ,48.9%,  45 ,16.3%,  235 ,85.1%
Charter,400112,Acero Charter Schools - Jovita Idar,  560 ,  273 ,48.8%,  42 ,7.5%,  490 ,87.5%
Charter,400085,Acero Charter Schools - Major Hector P. Garcia MD,  625 ,  162 ,25.9%,  98 ,15.7%,  586 ,93.8%
Charter,400083,Acero Charter Schools - Octavio Paz Campus,  319 ,  165 ,51.7%,  31 ,9.7%,  292 ,91.5%
Charter,400089,Acero Charter Schools - Officer Donald J. Marquez,  570 ,  325 ,57.0%,  63 ,11.1%,  498 ,87.4%
Charter,400080,Acero Charter Schools - PFC Omar E. Torres,  610 ,  313 ,51.3%,  61 ,10.0%,  511 ,83.8%
Charter,400120,Acero Charter Schools - Roberto Clemente,  532 ,  244 ,45.9%,  58 ,10.9%,  473 ,88.9%
Charter,400084,Acero Charter Schools - Rufino Tamayo,  288 ,  172 ,59.7%,  40 ,13.9%,  259 ,89.9%
Charter,400101,Acero Charter Schools - Sandra Cisneros,  520 ,  254 ,48.9%,  48 ,9.2%,  474 ,91.2%
Charter,400121,Acero Charter Schools - Sor Juana Inés de la Cruz,  661 ,  282 ,42.7%,  80 ,12.1%,  564 ,85.3%
Charter,400079,Acero Charter Schools - SPC Daniel Zizumbo,  626 ,  259 ,41.4%,  62 ,9.9%,  539 ,86.1%
Charter,400149,Acero Charter Schools - Victoria Soto,  543 ,  178 ,32.8%,  82 ,15.1%,  517 ,95.2%
Charter,400011,Alain Locke Charter School,  471 ,,,  47 ,10.0%,  399 ,84.7%
Charter,400060,Asian Human Services - Passages Charter School,  427 ,  170 ,39.8%,  37 ,8.7%,  293 ,68.6%
Charter,400172,ASPIRA Business and Finance,  645 ,  202 ,31.3%,  134 ,20.8%,  614 ,95.2%
Charter,400013,ASPIRA Charter School - Early College High School,  346 ,  117 ,33.8%,  88 ,25.4%,  328 ,94.8%
Charter,400017,ASPIRA Charter School - Haugan Middle School,  309 ,  97 ,31.4%,  51 ,16.5%,  293 ,94.8%
Charter,400115,Catalyst - Maria Charter School,"  1,101 ",  213 ,19.4%,  157 ,14.3%,"  1,000 ",90.8%
Charter,400021,Catalyst Elementary Charter School - Circle Rock,  519 ,,,  50 ,9.6%,  447 ,86.1%
Charter,400161,Chicago Collegiate Charter School,  386 ,,,  70 ,18.1%,  349 ,90.4%
Charter,400035,Chicago Math and Science Academy Charter School,  604 ,  122 ,20.2%,  65 ,10.8%,  536 ,88.7%
Charter,400036,Chicago Virtual Charter School,  682 ,  52 ,7.6%,  93 ,13.6%,  508 ,74.5%
Charter,400159,Christopher House Charter School,  383 ,  117 ,30.6%,  60 ,15.7%,  350 ,91.4%
Charter,400023,CICS - Avalon/South Shore,  449 ,  4 ,0.9%,  46 ,10.2%,  390 ,86.9%
Charter,400024,CICS - Basil,  711 ,  51 ,7.2%,  83 ,11.7%,  621 ,87.3%
Charter,400025,CICS - Bucktown,  675 ,  129 ,19.1%,  84 ,12.4%,  495 ,73.3%
Charter,400113,CICS - ChicagoQuest North,  236 ,  6 ,2.5%,  52 ,22.0%,  225 ,95.3%
Charter,400027,CICS - Irving Park,  557 ,  144 ,25.9%,  82 ,14.7%,  331 ,59.4%
Charter,400092,CICS - Lloyd Bond,  367 ,  1 ,0.3%,  42 ,11.4%,  316 ,86.1%
Charter,400033,CICS - Longwood,"  1,288 ",  12 ,0.9%,  240 ,18.6%,"  1,171 ",90.9%
Charter,400026,CICS - Loomis Primary,  547 ,,,  50 ,9.1%,  390 ,71.3%
Charter,400034,CICS - Northtown,  920 ,  148 ,16.1%,  209 ,22.7%,  741 ,80.5%
Charter,400028,CICS - Prairie,  425 ,  108 ,25.4%,  60 ,14.1%,  390 ,91.8%
Charter,400032,CICS - Ralph Ellison,  349 ,,,  76 ,21.8%,  329 ,94.3%
Charter,400029,CICS - Washington Park,  474 ,  1 ,0.2%,  52 ,11.0%,  421 ,88.8%
Charter,400030,CICS - West Belden,  533 ,  230 ,43.2%,  77 ,14.5%,  451 ,84.6%
Charter,400031,CICS - Wrightwood,  751 ,  10 ,1.3%,  66 ,8.8%,  636 ,84.7%
Charter,400094,EPIC Academy Charter High School,  547 ,  78 ,14.3%,  119 ,21.8%,  513 ,93.8%
Charter,400039,Erie Elementary Charter School,  413 ,  193 ,46.7%,  68 ,16.5%,  339 ,82.1%
Charter,400171,Foundations College Preparatory Charter School,  263 ,  4 ,1.5%,  62 ,23.6%,  250 ,95.1%
Charter,400040,Frazier Preparatory Academy Charter School,  322 ,  1 ,0.3%,  29 ,9.0%,  277 ,86.0%
Charter,400168,Great Lakes Academy Charter School,  337 ,  32 ,9.5%,  33 ,9.8%,  259 ,76.9%
Charter,400167,Horizon Science Academy Southwest Chicago Charter,  735 ,  179 ,24.4%,  85 ,11.6%,  677 ,92.1%
Charter,400104,Instituto Health Sciences Career Academy,  743 ,  223 ,30.0%,  146 ,19.7%,  729 ,98.1%
Charter,400162,Intrinsic Charter School,"  1,015 ",  155 ,15.3%,  190 ,18.7%,  875 ,86.2%
Charter,400146,KIPP Academy Chicago Campus,  387 ,  3 ,0.8%,  60 ,15.5%,  361 ,93.3%
Charter,400044,KIPP Ascend Charter School,  921 ,  6 ,0.7%,  109 ,11.8%,  834 ,90.6%
Charter,400163,KIPP Chicago Charter School - KIPP Bloom,  484 ,  8 ,1.7%,  79 ,16.3%,  401 ,82.9%
Charter,400180,KIPP One Academy,  655 ,  92 ,14.1%,  65 ,9.9%,  577 ,88.1%
Charter,400045,Kwame Nkrumah Academy Charter School,  197 ,,,  20 ,10.2%,  166 ,84.3%
Charter,400047,L.E.A.R.N. - Charles and Dorothy Campbell Campus,  408 ,  8 ,2.0%,  40 ,9.8%,  382 ,93.6%
Charter,400048,L.E.A.R.N. - Excel Campus,  438 ,  6 ,1.4%,  57 ,13.0%,  392 ,89.5%
Charter,400111,L.E.A.R.N. - Hunter Perkins Campus,  502 ,,,  48 ,9.6%,  409 ,81.5%
Charter,400165,L.E.A.R.N. - Middle School Campus,  273 ,  1 ,0.4%,  46 ,16.9%,  266 ,97.4%
Charter,400046,L.E.A.R.N. - Romano Butler Campus,  558 ,  1 ,0.2%,  40 ,7.2%,  499 ,89.4%
Charter,400107,L.E.A.R.N. - South Chicago Campus,  420 ,  40 ,9.5%,  39 ,9.3%,  378 ,90.0%
Charter,400151,L.E.A.R.N. Charter School - 7th Campus,  214 ,  1 ,0.5%,  25 ,11.7%,  198 ,92.5%
Charter,400049,Legacy Charter School,  469 ,  2 ,0.4%,  59 ,12.6%,  411 ,87.6%
Charter,400119,Legal Prep Charter Academy,  345 ,,,  75 ,21.7%,  334 ,96.8%
Charter,400178,Moving Everest Charter School,  444 ,  6 ,1.4%,  48 ,10.8%,  366 ,82.4%
Charter,400050,Namaste Charter School,  481 ,  187 ,38.9%,  78 ,16.2%,  364 ,75.7%
Charter,400157,Noble - Baker College Prep,  231 ,  23 ,10.0%,  57 ,24.7%,  213 ,92.2%
Charter,400156,Noble - Butler College Prep,  676 ,  14 ,2.1%,  138 ,20.4%,  614 ,90.8%
Charter,400097,Noble - Chicago Bulls College Prep,"  1,165 ",  110 ,9.4%,  187 ,16.1%,"  1,055 ",90.6%
Charter,400118,Noble - DRW College Prep,  357 ,  1 ,0.3%,  109 ,30.5%,  341 ,95.5%
Charter,400052,Noble - Gary Comer College Prep,"  1,191 ",  7 ,0.6%,  185 ,15.5%,"  1,032 ",86.7%
Charter,400053,Noble - Golder College Prep,  671 ,  78 ,11.6%,  115 ,17.1%,  603 ,89.9%
Charter,400117,Noble - Hansberry College Prep,  567 ,  7 ,1.2%,  122 ,21.5%,  494 ,87.1%
Charter,400169,Noble - ITW David Speer Academy,"  1,085 ",  145 ,13.4%,  180 ,16.6%,  981 ,90.4%
Charter,400106,Noble - John and Eunice Johnson College Prep,  776 ,  6 ,0.8%,  172 ,22.2%,  740 ,95.4%
Charter,400098,Noble - Muchin College Prep,  974 ,  77 ,7.9%,  112 ,11.5%,  831 ,85.3%
Charter,400051,Noble - Noble College Prep,  669 ,  69 ,10.3%,  96 ,14.4%,  572 ,85.5%
Charter,400054,Noble - Pritzker College Prep,  978 ,  143 ,14.6%,  105 ,10.7%,  920 ,94.1%
Charter,400055,Noble - Rauner College Prep,  618 ,  80 ,12.9%,  87 ,14.1%,  520 ,84.1%
Charter,400056,Noble - Rowe-Clark Math and Science Academy,  405 ,  32 ,7.9%,  105 ,25.9%,  385 ,95.1%
Charter,400170,Noble - The Noble Academy,  443 ,  24 ,5.4%,  70 ,15.8%,  379 ,85.6%
Charter,400057,Noble - UIC College Prep,  932 ,  97 ,10.4%,  131 ,14.1%,  797 ,85.5%
Charter,400179,Noble Mansueto High School,  799 ,  198 ,24.8%,  139 ,17.4%,  740 ,92.6%
Charter,400058,North Lawndale College Prep - Christiana,  373 ,,,  75 ,20.1%,  362 ,97.1%
Charter,400059,North Lawndale College Prep - Collins,  364 ,,,  67 ,18.4%,  339 ,93.1%
Charter,400062,Perspectives - High School of Technology,  316 ,  3 ,1.0%,  70 ,22.2%,  289 ,91.5%
Charter,400061,Perspectives - Leadership Academy,  406 ,  1 ,0.3%,  75 ,18.5%,  376 ,92.6%
Charter,400066,Perspectives - Math and Science Academy,  497 ,  6 ,1.2%,  87 ,17.5%,  455 ,91.6%
Charter,400064,Perspectives - Rodney D. Joslin,  383 ,  5 ,1.3%,  75 ,19.6%,  322 ,84.1%
Charter,400069,Polaris Charter Academy,  448 ,  5 ,1.1%,  73 ,16.3%,  398 ,88.8%
Charter,400071,Providence Englewood Charter School,  467 ,  8 ,1.7%,  48 ,10.3%,  400 ,85.7%
Charter,400096,Rowe Elementary Charter School,"  1,008 ",  230 ,22.8%,  129 ,12.8%,  834 ,82.7%
Charter,400116,The Montessori School of Englewood Charter,  334 ,  3 ,0.9%,  48 ,14.4%,  254 ,76.1%
Charter,400078,University of Chicago - Carter G. Woodson,  85 ,  1 ,1.2%,  13 ,15.3%,  71 ,83.5%
Charter,400075,University of Chicago - Donoghue,  540 ,  1 ,0.2%,  29 ,5.4%,  383 ,70.9%
Charter,400076,University of Chicago - North Kenwood/Oakland,  349 ,  1 ,0.3%,  22 ,6.3%,  231 ,66.2%
Charter,400077,University of Chicago - Woodlawn,  625 ,  1 ,0.2%,  90 ,14.4%,  513 ,82.1%
Charter,400105,Urban Prep Academy for Young Men - Bronzeville,  340 ,,,  81 ,23.8%,  287 ,84.4%
Charter,400086,Urban Prep Academy for Young Men - Englewood,  260 ,  1 ,0.4%,  61 ,23.5%,  215 ,82.7%
Charter,400102,Urban Prep Charter Academy for Young Men - West,  176 ,,,  51 ,29.0%,  156 ,88.6%
Charter,400087,Young Women's Leadership Charter School,  160 ,  2 ,1.3%,  46 ,28.8%,  147 ,91.9%
Contract,400022,Chicago High School for the Arts (ChiArts),  613 ,  5 ,0.8%,  38 ,6.2%,  287 ,46.8%
Contract,400091,Chicago Technology Academy High School,  269 ,  4 ,1.5%,  69 ,25.7%,  249 ,92.6%
Contract,400043,Hope Institute Learning Academy,  333 ,  10 ,3.0%,  94 ,28.2%,  275 ,82.6%
Contract,400068,Plato Learning Academy,  283 ,,,  24 ,8.5%,  260 ,91.9%
Options,610581,Bridgescape Academy Brainerd,  106 ,,,  27 ,25.5%,  96 ,90.6%
Options,610580,Bridgescape Academy Humboldt Park,  99 ,  11 ,11.1%,  14 ,14.1%,  94 ,95.0%
Options,610567,Bridgescape Academy Roseland,  123 ,,,  23 ,18.7%,  105 ,85.4%
Options,610566,Bridgscape Academy Lawndale,  85 ,  1 ,1.2%,  20 ,23.5%,  81 ,95.3%
Options,400147,Camelot - Chicago Excel Academy,  300 ,  3 ,1.0%,  59 ,19.7%,  275 ,91.7%
Options,610565,Camelot Excel - Englewood HS,  277 ,  1 ,0.4%,  55 ,19.9%,  265 ,95.7%
Options,400175,Camelot Excel - Southshore HS,  231 ,  7 ,3.0%,  67 ,29.0%,  219 ,94.8%
Options,400176,Camelot Excel - Southwest HS,  124 ,  8 ,6.5%,  35 ,28.2%,  119 ,96.0%
Options,610572,Camelot Safe Elementary,  1 ,,,  1 ,100.0%,  1 ,100.0%
Options,610573,Camelot Safe HS,  5 ,  1 ,20.0%,  3 ,60.0%,  5 ,100.0%
Options,400164,Instituto - Justice Lozano,  91 ,  23 ,25.3%,  14 ,15.4%,  86 ,94.5%
Options,400137,Little Black Pearl Art and Design Academy,  110 ,,,  21 ,19.1%,  98 ,89.1%
Options,610569,Ombudsman Chicago- Northwest,  245 ,  31 ,12.7%,  50 ,20.4%,  202 ,82.5%
Options,610570,Ombudsman Chicago- South,  443 ,  43 ,9.7%,  70 ,15.8%,  413 ,93.2%
Options,610571,Ombudsman Chicago- West,  325 ,  23 ,7.1%,  57 ,17.5%,  300 ,92.3%
Options,610557,Pathways in Education- Ashburn,  266 ,  31 ,11.7%,  45 ,16.9%,  235 ,88.4%
Options,610568,Pathways in Education- Avondale,  271 ,  39 ,14.4%,  40 ,14.8%,  245 ,90.4%
Options,400173,Pathways in Education- Brighton Park,  354 ,  63 ,17.8%,  44 ,12.4%,  312 ,88.1%
Options,400123,YCCS- Academy of Scholastic Achievement HS,  168 ,  1 ,0.6%,  32 ,19.1%,  156 ,92.9%
Options,400133,YCCS- Innovations HS of Arts Integration,  406 ,  5 ,1.2%,  88 ,21.7%,  386 ,95.1%
Options,400124,YCCS- McKinley Lakeside Leadership HS,  156 ,  2 ,1.3%,  36 ,23.1%,  154 ,98.7%
Options,400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",  173 ,  46 ,26.6%,  35 ,20.2%,  149 ,86.1%
Options,400126,YCCS-Association House HS,  129 ,  17 ,13.2%,  38 ,29.5%,  125 ,96.9%
Options,400127,YCCS-Austin Career Education Center HS,  108 ,,,  19 ,17.6%,  103 ,95.4%
Options,400128,YCCS-CCA Academy HS,  153 ,,,  36 ,23.5%,  148 ,96.7%
Options,400150,YCCS-Chatham AcademyHS,  174 ,,,  43 ,24.7%,  148 ,85.1%
Options,400130,YCCS-Community Youth Development Institute HS,  138 ,,,  33 ,23.9%,  135 ,97.8%
Options,400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,  186 ,  15 ,8.1%,  46 ,24.7%,  175 ,94.1%
Options,400134,YCCS-Jane Addams Alternative HS,  211 ,  18 ,8.5%,  47 ,22.3%,  200 ,94.8%
Options,400135,YCCS-Latino Youth Alternative HS,  219 ,  43 ,19.6%,  38 ,17.4%,  207 ,94.5%
Options,400136,YCCS-Olive Harvey Middle College HS,  101 ,  4 ,4.0%,  13 ,12.9%,  89 ,88.1%
Options,400129,YCCS-Progressive Leadership Academy,  186 ,  1 ,0.5%,  43 ,23.1%,  174 ,93.6%
Options,400139,YCCS-Sullivan House Alternative HS,  326 ,,,  60 ,18.4%,  309 ,94.8%
Options,400141,YCCS-Truman Middle College HS,  222 ,  42 ,18.9%,  30 ,13.5%,  184 ,82.9%
Options,400143,YCCS-West Town Acad Alternative HS,  176 ,  14 ,8.0%,  41 ,23.3%,  162 ,92.1%
Options,400144,YCCS-Westside Holistic Leadership Acad HS,  156 ,  11 ,7.1%,  35 ,22.4%,  146 ,93.6%
Options,400145,YCCS-Youth Connection Leadership Acad HS,  221 ,  2 ,0.9%,  55 ,24.9%,  209 ,94.6%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Note: ""Economically Disadvantaged Students"" come from families whose income is within 185 percent of the federal poverty line. The District formerly referred to these students as ""Free or Reduced Lunch Eligible Students,"" and adopted the new term after the federal government, under the Community Eligibility Provision, funded breakfasts and lunches for all students if more than 40 percent of students qualify. ",,,,,,,,,
"Note: ""Bilingual"" refers to the state defintions of students who are English learners.",,,,,,,,,
"Note: The EL data set was updated on October 10, 2020 to align with the State's definition of EL.",,,,,,,,,
