Network,School ID,Educational Unit,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
Charter,400034,CICS - NORTHTOWN HS,  906 ,160,17.7,60,6.6,0,0.0,2,0.2,535,59.1,6,0.7,136,15.0,7,0.8,0,0.0
Charter,400028,CICS - PRAIRIE,  419 ,3,0.7,237,56.6,0,0.0,2,0.5,159,37.9,1,0.2,0,0.0,0,0.0,17,4.1
Charter,400029,CICS - WASHINGTON PARK,  473 ,0,0.0,464,98.1,0,0.0,0,0.0,6,1.3,1,0.2,0,0.0,0,0.0,2,0.4
Charter,400030,CICS - WEST BELDEN,  543 ,3,0.6,37,6.8,0,0.0,0,0.0,498,91.7,4,0.7,1,0.2,0,0.0,0,0.0
Charter,400031,CICS - WRIGHTWOOD,  687 ,3,0.4,653,95.1,0,0.0,4,0.6,21,3.1,4,0.6,0,0.0,0,0.0,2,0.3
Charter,400094,EPIC HS,  499 ,7,1.4,279,55.9,0,0.0,0,0.0,188,37.7,3,0.6,0,0.0,0,0.0,22,4.4
Charter,400039,ERIE,  403 ,9,2.2,59,14.6,0,0.0,1,0.2,325,80.6,8,2.0,0,0.0,1,0.2,0,0.0
Charter,400009,GLOBAL CITIZENSHIP,  468 ,16,3.4,11,2.4,0,0.0,2,0.4,438,93.6,0,0.0,0,0.0,1,0.2,0,0.0
Charter,400168,GREAT LAKES,  496 ,1,0.2,440,88.7,0,0.0,1,0.2,45,9.1,2,0.4,0,0.0,0,0.0,7,1.4
Charter,400167,HORIZON - SOUTHWEST,  718 ,8,1.1,209,29.1,0,0.0,0,0.0,499,69.5,1,0.1,0,0.0,1,0.1,0,0.0
Charter,400104,INSTITUTO - HEALTH,  580 ,2,0.3,15,2.6,0,0.0,2,0.3,561,96.7,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400162,INTRINSIC HS,"  1,039 ",31,3.0,36,3.5,0,0.0,0,0.0,965,92.9,2,0.2,2,0.2,0,0.0,3,0.3
Charter,400146,KIPP - ACADEMY,  584 ,2,0.3,561,96.1,0,0.0,1,0.2,18,3.1,1,0.2,0,0.0,1,0.2,0,0.0
Charter,400044,KIPP - ASCEND,  908 ,1,0.1,858,94.5,0,0.0,0,0.0,45,5.0,4,0.4,0,0.0,0,0.0,0,0.0
Charter,400163,KIPP - BLOOM,  801 ,2,0.2,743,92.8,0,0.0,3,0.4,27,3.4,3,0.4,0,0.0,0,0.0,23,2.9
Charter,400180,KIPP - ONE,"  1,025 ",5,0.5,657,64.1,0,0.0,1,0.1,357,34.8,4,0.4,1,0.1,0,0.0,0,0.0
Charter,400151,LEARN - 7,  166 ,0,0.0,153,92.2,0,0.0,1,0.6,9,5.4,2,1.2,0,0.0,0,0.0,1,0.6
Charter,400046,LEARN - BUTLER,  489 ,0,0.0,480,98.2,0,0.0,0,0.0,8,1.6,0,0.0,0,0.0,0,0.0,1,0.2
Charter,400047,LEARN - CAMPBELL,  384 ,1,0.3,365,95.1,0,0.0,0,0.0,14,3.6,2,0.5,0,0.0,0,0.0,2,0.5
Charter,400048,LEARN - EXCEL,  426 ,1,0.2,402,94.4,0,0.0,0,0.0,15,3.5,3,0.7,0,0.0,0,0.0,5,1.2
Charter,400165,LEARN - MIDDLE,  360 ,1,0.3,347,96.4,0,0.0,0,0.0,11,3.1,1,0.3,0,0.0,0,0.0,0,0.0
Charter,400111,LEARN - PERKINS,  478 ,0,0.0,423,88.5,0,0.0,0,0.0,6,1.3,1,0.2,0,0.0,0,0.0,48,10.0
Charter,400107,LEARN - SOUTH CHICAGO,  428 ,2,0.5,383,89.5,0,0.0,1,0.2,36,8.4,0,0.0,0,0.0,1,0.2,5,1.2
Charter,400049,LEGACY,  459 ,3,0.7,415,90.4,0,0.0,0,0.0,16,3.5,1,0.2,0,0.0,0,0.0,24,5.2
Charter,400119,LEGAL PREP HS,  263 ,0,0.0,248,94.3,0,0.0,0,0.0,3,1.1,0,0.0,0,0.0,0,0.0,12,4.6
Charter,400011,LOCKE A,  375 ,0,0.0,372,99.2,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,1,0.3
Charter,400116,MONTESSORI ENGLEWOOD,  330 ,3,0.9,295,89.4,0,0.0,1,0.3,31,9.4,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400178,MOVING EVEREST,  701 ,2,0.3,675,96.3,0,0.0,0,0.0,18,2.6,2,0.3,0,0.0,0,0.0,4,0.6
Charter,400050,NAMASTE,  444 ,19,4.3,10,2.3,0,0.0,0,0.0,404,91.0,9,2.0,2,0.5,0,0.0,0,0.0
Charter,400058,NLCP - CHRISTIANA HS,  338 ,0,0.0,333,98.5,0,0.0,0,0.0,4,1.2,1,0.3,0,0.0,0,0.0,0,0.0
Charter,400059,NLCP - COLLINS HS,  477 ,1,0.2,468,98.1,0,0.0,2,0.4,5,1.0,1,0.2,0,0.0,0,0.0,0,0.0
Charter,400170,NOBLE - ACADEMY HS,  575 ,8,1.4,234,40.7,0,0.0,1,0.2,295,51.3,7,1.2,27,4.7,0,0.0,3,0.5
Charter,400157,NOBLE - BAKER HS,  254 ,0,0.0,202,79.5,0,0.0,0,0.0,48,18.9,3,1.2,1,0.4,0,0.0,0,0.0
Charter,400097,NOBLE - BULLS HS,"  1,172 ",6,0.5,422,36.0,0,0.0,4,0.3,732,62.5,5,0.4,3,0.3,0,0.0,0,0.0
Charter,400156,NOBLE - BUTLER HS,  628 ,0,0.0,583,92.8,0,0.0,0,0.0,39,6.2,2,0.3,0,0.0,1,0.2,3,0.5
Charter,400052,NOBLE - COMER,"  1,102 ",1,0.1,1061,96.3,0,0.0,2,0.2,20,1.8,14,1.3,1,0.1,1,0.1,2,0.2
Charter,400118,NOBLE - DRW HS,  318 ,1,0.3,301,94.7,0,0.0,0,0.0,14,4.4,0,0.0,1,0.3,0,0.0,1,0.3
Charter,400053,NOBLE - GOLDER HS,  671 ,13,1.9,128,19.1,0,0.0,1,0.1,521,77.6,5,0.8,2,0.3,1,0.1,0,0.0
Charter,400117,NOBLE - HANSBERRY HS,  492 ,1,0.2,478,97.2,0,0.0,0,0.0,10,2.0,1,0.2,0,0.0,0,0.0,2,0.4
Charter,400169,NOBLE - ITW SPEER HS,"  1,167 ",16,1.4,116,9.9,0,0.0,5,0.4,1026,87.9,0,0.0,2,0.2,0,0.0,2,0.2
Charter,400106,NOBLE - JOHNSON HS,  496 ,1,0.2,470,94.8,0,0.0,1,0.2,21,4.2,2,0.4,0,0.0,0,0.0,1,0.2
Charter,400179,NOBLE - MANSUETO HS,"  1,073 ",3,0.3,15,1.4,0,0.0,0,0.0,1048,97.7,0,0.0,7,0.7,0,0.0,0,0.0
Charter,400098,NOBLE - MUCHIN HS,  963 ,7,0.7,309,32.1,0,0.0,3,0.3,589,61.2,3,0.3,52,5.4,0,0.0,0,0.0
Charter,400051,NOBLE - NOBLE HS,  675 ,8,1.2,88,13.0,0,0.0,1,0.1,562,83.3,6,0.9,8,1.2,0,0.0,2,0.3
Charter,400054,NOBLE - PRITZKER HS,  977 ,13,1.3,38,3.9,0,0.0,0,0.0,920,94.2,1,0.1,5,0.5,0,0.0,0,0.0
Charter,400055,NOBLE - RAUNER HS,  652 ,21,3.2,135,20.7,0,0.0,3,0.5,488,74.8,3,0.5,0,0.0,0,0.0,2,0.3
Charter,400056,NOBLE - ROWE CLARK HS,  383 ,1,0.3,325,84.9,0,0.0,0,0.0,49,12.8,5,1.3,0,0.0,0,0.0,3,0.8
Charter,400057,NOBLE - UIC HS,  920 ,9,1.0,292,31.7,0,0.0,1,0.1,576,62.6,4,0.4,37,4.0,1,0.1,0,0.0
Charter,400064,PERSPECTIVES - JOSLIN HS,  373 ,0,0.0,356,95.4,0,0.0,0,0.0,11,2.9,2,0.5,4,1.1,0,0.0,0,0.0
Charter,400061,PERSPECTIVES - LEADERSHIP HS,  583 ,1,0.2,579,99.3,0,0.0,0,0.0,2,0.3,1,0.2,0,0.0,0,0.0,0,0.0
Charter,400066,PERSPECTIVES - MATH & SCI HS,  403 ,1,0.2,397,98.5,0,0.0,0,0.0,5,1.2,0,0.0,0,0.0,0,0.0,0,0.0
Charter,400062,PERSPECTIVES - TECH HS,  324 ,1,0.3,321,99.1,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3
Charter,400069,POLARIS,  404 ,3,0.7,363,89.9,0,0.0,0,0.0,36,8.9,2,0.5,0,0.0,0,0.0,0,0.0
Charter,400071,PROVIDENCE ENGLEWOOD,  432 ,2,0.5,417,96.5,0,0.0,0,0.0,12,2.8,1,0.2,0,0.0,0,0.0,0,0.0
Charter,400096,ROWE,  882 ,14,1.6,201,22.8,0,0.0,1,0.1,611,69.3,6,0.7,0,0.0,0,0.0,49,5.6
Charter,400075,U OF C - DONOGHUE,  485 ,1,0.2,461,95.1,0,0.0,1,0.2,8,1.6,2,0.4,0,0.0,0,0.0,12,2.5
Charter,400076,U OF C - NKO,  318 ,4,1.3,307,96.5,0,0.0,0,0.0,3,0.9,4,1.3,0,0.0,0,0.0,0,0.0
Charter,400077,U OF C - WOODLAWN HS,  637 ,0,0.0,633,99.4,0,0.0,0,0.0,3,0.5,0,0.0,0,0.0,0,0.0,1,0.2
Charter,400105,URBAN PREP - BRONZEVILLE HS,  324 ,0,0.0,318,98.1,0,0.0,0,0.0,4,1.2,2,0.6,0,0.0,0,0.0,0,0.0
Charter,400086,URBAN PREP - ENGLEWOOD HS,  188 ,1,0.5,185,98.4,0,0.0,0,0.0,2,1.1,0,0.0,0,0.0,0,0.0,0,0.0
Contract,400022,CHIARTS HS,  620 ,102,16.5,210,33.9,0,0.0,2,0.3,238,38.4,9,1.5,9,1.5,1,0.2,49,7.9
Contract,400091,CHICAGO TECH HS,  430 ,5,1.2,351,81.6,0,0.0,1,0.2,70,16.3,1,0.2,0,0.0,2,0.5,0,0.0
Contract,400043,HOPE LEARNING ACADEMY,  252 ,2,0.8,228,90.5,0,0.0,0,0.0,20,7.9,1,0.4,0,0.0,1,0.4,0,0.0
Contract,400068,PLATO,  209 ,0,0.0,204,97.6,0,0.0,0,0.0,4,1.9,0,0.0,0,0.0,0,0.0,1,0.5
Options,400147,CHICAGO EXCEL HS,  307 ,1,0.3,300,97.7,0,0.0,0,0.0,3,1.0,1,0.3,0,0.0,0,0.0,2,0.7
Options,610565,EXCEL ENGLEWOOD HS,  287 ,1,0.3,274,95.5,0,0.0,1,0.3,9,3.1,1,0.4,0,0.0,0,0.0,1,0.3
Options,400175,EXCEL SOUTH SHORE HS,  229 ,2,0.9,163,71.2,0,0.0,1,0.4,55,24.0,2,0.9,0,0.0,0,0.0,6,2.6
Options,400176,EXCEL SOUTHWEST HS,  153 ,3,2.0,103,67.3,0,0.0,1,0.7,43,28.1,2,1.3,0,0.0,0,0.0,1,0.7
Options,400164,INSTITUTO - JUSTICE HS,  125 ,1,0.8,2,1.6,0,0.0,1,0.8,121,96.8,0,0.0,0,0.0,0,0.0,0,0.0
Options,400137,LITTLE BLACK PEARL HS,  102 ,1,1.0,98,96.1,0,0.0,0,0.0,2,2.0,0,0.0,0,0.0,1,1.0,0,0.0
Options,610569,OMBUDSMAN - NORTHWEST HS,  200 ,36,18.0,19,9.5,0,0.0,2,1.0,111,55.5,5,2.5,27,13.5,0,0.0,0,0.0
Options,610593,OMBUDSMAN - ROSELAND HS,  158 ,0,0.0,151,95.6,0,0.0,0,0.0,7,4.4,0,0.0,0,0.0,0,0.0,0,0.0
Options,610570,OMBUDSMAN - SOUTH HS,  331 ,5,1.5,162,48.9,0,0.0,2,0.6,159,48.0,3,0.9,0,0.0,0,0.0,0,0.0
Options,610571,OMBUDSMAN - WEST HS,  191 ,4,2.1,125,65.4,0,0.0,0,0.0,61,31.9,0,0.0,1,0.5,0,0.0,0,0.0
Options,610557,PATHWAYS - ASHBURN HS,  324 ,32,9.9,111,34.3,0,0.0,2,0.6,176,54.3,1,0.3,0,0.0,1,0.3,1,0.3
Options,610568,PATHWAYS - AVONDALE HS,  303 ,29,9.6,31,10.2,0,0.0,0,0.0,231,76.2,6,2.0,4,1.3,1,0.3,1,0.3
Options,400173,PATHWAYS - BRIGHTON PARK HS,  392 ,11,2.8,11,2.8,0,0.0,3,0.8,360,91.8,1,0.3,4,1.0,0,0.0,2,0.5
Options,610594,PATHWAYS - HUMBOLDT PARK HS,  151 ,4,2.6,35,23.2,0,0.0,1,0.7,108,71.5,2,1.3,1,0.7,0,0.0,0,0.0
Options,610573,SAFE ACHIEVE HS,  2 ,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Options,400134,YCCS - ADDAMS,  206 ,6,2.9,59,28.6,0,0.0,1,0.5,135,65.5,0,0.0,5,2.4,0,0.0,0,0.0
Options,400125,YCCS - ASPIRA PANTOJA,  178 ,8,4.5,8,4.5,0,0.0,0,0.0,158,88.8,0,0.0,1,0.6,0,0.0,3,1.7
Options,400126,YCCS - ASSOCIATION HOUSE,  98 ,3,3.1,26,26.5,0,0.0,0,0.0,66,67.3,0,0.0,0,0.0,1,1.0,2,2.0
Options,400127,YCCS - AUSTIN CAREER,  60 ,0,0.0,54,90.0,0,0.0,0,0.0,6,10.0,0,0.0,0,0.0,0,0.0,0,0.0
Options,400131,YCCS - CAMPOS,  135 ,3,2.2,28,20.7,0,0.0,0,0.0,103,76.3,1,0.7,0,0.0,0,0.0,0,0.0
Options,400128,YCCS - CCA ACADEMY,  143 ,1,0.7,133,93.0,0,0.0,0,0.0,7,4.9,2,1.4,0,0.0,0,0.0,0,0.0
Options,400150,YCCS - CHATHAM,  140 ,0,0.0,136,97.1,0,0.0,0,0.0,2,1.4,1,0.7,0,0.0,0,0.0,1,0.7
Options,400133,YCCS - INNOVATIONS,  429 ,8,1.9,393,91.6,0,0.0,0,0.0,21,4.9,2,0.5,0,0.0,0,0.0,5,1.2
Options,400135,YCCS - LATINO YOUTH,  180 ,6,3.3,4,2.2,0,0.0,1,0.6,168,93.3,1,0.6,0,0.0,0,0.0,0,0.0
Options,400124,YCCS - MCKINLEY,  147 ,0,0.0,138,93.9,0,0.0,0,0.0,6,4.1,0,0.0,2,1.4,0,0.0,1,0.7
Options,400136,YCCS - OLIVE HARVEY,  107 ,0,0.0,89,83.2,0,0.0,1,0.9,15,14.0,2,1.9,0,0.0,0,0.0,0,0.0
Options,400129,YCCS - PROGRESSIVE LEADERSHIP,  158 ,1,0.6,151,95.6,0,0.0,0,0.0,4,2.5,1,0.6,1,0.6,0,0.0,0,0.0
Options,400123,YCCS - SCHOLASTIC ACHIEVEMENT,  164 ,1,0.6,153,93.3,0,0.0,0,0.0,10,6.1,0,0.0,0,0.0,0,0.0,0,0.0
Options,400139,YCCS - SULLIVAN,  307 ,0,0.0,270,87.9,0,0.0,2,0.7,34,11.1,1,0.3,0,0.0,0,0.0,0,0.0
Options,400141,YCCS - TRUMAN,  202 ,7,3.5,61,30.2,0,0.0,1,0.5,116,57.4,5,2.5,11,5.4,1,0.5,0,0.0
Options,400144,YCCS - WEST,  111 ,1,0.9,78,70.3,0,0.0,1,0.9,30,27.0,1,0.9,0,0.0,0,0.0,0,0.0
Options,400143,YCCS - WEST TOWN,  120 ,0,0.0,85,70.8,0,0.0,0,0.0,34,28.3,0,0.0,1,0.8,0,0.0,0,0.0
Options,400145,YCCS - YOUTH CONNECTION,  130 ,2,1.5,121,93.1,0,0.0,1,0.8,6,4.6,0,0.0,0,0.0,0,0.0,0,0.0
Options,400130,YCCS - YOUTH DEVELOPMENT,  108 ,0,0.0,101,93.5,0,0.0,0,0.0,0,0.0,1,0.9,0,0.0,0,0.0,6,5.6
