School ID,School Name,School Network,School Year,Time Period,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification
610136,PRESCOTT,Network 4,2023-2024,S1,39.0,17,21,1,6,15.4,5,12.8,5,1.2,1,1,2.6,1,0.2,1,,,,
610533,PRIETO,Network 3,2023-2024,S1,10.0,4,6,,1,10,,,,,,1,10,1,0.1,2,,,,
610229,PRITZKER,Network 6,2023-2024,S1,51.0,46,5,,,,,,,,,,,,,,,,,
609679,PROSSER HS,Network 15,2023-2024,S1,275.0,236,38,1,14,5.1,13,4.7,9,0.8,1.31,1,0.4,1,0.1,2,,,,
610137,PRUSSING,Network 1,2023-2024,S1,52.0,45,6,1,4,7.7,3,5.8,3,0.5,1.33,1,1.9,1,0.2,1,1,1.9,1,0.2
610138,PULASKI,Network 6,2023-2024,S1,205.0,154,48,3,16,7.8,6,2.9,5,0.6,1,10,4.9,5,0.6,1,1,0.5,1,0.1
610139,PULLMAN,Network 13,2023-2024,S1,57.0,38,18,1,1,1.8,,,,,,1,1.8,1,0.3,1,1,1.8,1,0.3
610334,RABY HS,Network 15,2023-2024,S1,297.0,145,139,13,56,18.9,14,4.7,14,9.8,1,42,14.1,30,20.9,1.26,,,,
609941,RANDOLPH,Network 11,2023-2024,S1,76.0,44,32,,,,,,,,,,,,,,,,,
610141,RAVENSWOOD,Network 2,2023-2024,S1,11.0,5,6,,2,18.2,2,18.2,2,0.4,1,,,,,,,,,
610142,RAY,Network 9,2023-2024,S1,28.0,14,7,7,11,39.3,6,21.4,5,0.8,1,5,17.9,5,0.8,1.6,,,,
610143,REAVIS,Network 9,2023-2024,S1,85.0,53,31,1,16,18.8,7,8.2,6,2.1,1.29,9,10.6,6,2.1,2.11,,,,
610144,REILLY,Network 4,2023-2024,S1,21.0,5,15,1,4,19,4,19,3,0.6,1,,,,,,1,4.8,1,0.2
610146,REVERE,Network 12,2023-2024,S1,30.0,9,18,3,1,3.3,1,3.3,1,0.5,3,,,,,,1,3.3,1,0.5
609682,RICHARDS HS,Network 16,2023-2024,S1,296.0,240,45,11,31,10.5,9,3,6,2.2,1,22,7.4,16,5.9,1.59,4,1.4,4,1.5
610588,RICHARDSON,Network 10,2023-2024,S1,18.0,6,11,1,12,66.7,10,55.6,9,1.1,1.6,2,11.1,2,0.2,1.5,,,,
610390,RICKOVER MILITARY HS,ISP,2023-2024,S1,23.0,12,8,3,9,39.1,5,21.7,5,1,1.2,4,17.4,3,0.6,1.25,,,,
610147,ROGERS,ISP,2023-2024,S1,2.0,,,2,,,,,,,,,,,,,,,,
609728,ROOSEVELT HS,Network 14,2023-2024,S1,116.0,28,74,14,91,78.4,42,36.2,32,2.9,1.36,49,42.2,41,3.7,2.37,,,,
610152,RUGGLES,Network 12,2023-2024,S1,8.0,4,4,,3,37.5,,,,,,3,37.5,3,1,1.33,,,,
610125,RUIZ,Network 7,2023-2024,S1,36.0,10,26,,4,11.1,3,8.3,2,0.4,1,1,2.8,1,0.2,1,,,,
610342,SABIN,Network 6,2023-2024,S1,36.0,19,17,,8,22.2,6,16.7,6,1.7,1,2,5.6,2,0.6,1,,,,
610586,SADLOWSKI,Network 13,2023-2024,S1,16.0,10,5,1,2,12.5,1,6.3,1,0.2,1,1,6.3,1,0.2,2,,,,
610250,SALAZAR,ISP,2023-2024,S1,23.0,15,8,,1,4.3,1,4.3,1,0.3,1,,,,,,,,,
610017,SAUCEDO,Network 7,2023-2024,S1,25.0,6,13,6,12,48,12,48,11,1.3,1.5,,,,,,7,28,5,0.6
610155,SAUGANASH,Network 1,2023-2024,S1,19.0,17,2,,,,,,,,,,,,,,,,,
610157,SAWYER,Network 8,2023-2024,S1,50.0,31,15,4,7,14,7,14,5,0.5,1,,,,,,,,,
610158,SAYRE,Network 3,2023-2024,S1,146.0,109,37,,13,8.9,6,4.1,6,1.5,1,7,4.8,5,1.3,1.43,11,7.5,11,2.8
610159,SCAMMON,Network 1,2023-2024,S1,25.0,11,13,1,1,4,1,4,1,0.2,1,,,,,,,,,
610178,SCHMID,Network 12,2023-2024,S1,24.0,18,6,,3,12.5,,,,,,3,12.5,3,1.7,1,,,,
610165,SCHUBERT,Network 3,2023-2024,S1,39.0,26,11,2,1,2.6,1,2.6,1,0.2,1,,,,,,,,,
609729,SCHURZ HS,Network 14,2023-2024,S1,409.0,263,126,20,121,29.6,61,14.9,44,3.7,1.02,60,14.7,40,3.3,1.37,12,2.9,12,1
609730,SENN HS,Network 14,2023-2024,S1,329.0,193,130,6,94,28.6,29,8.8,25,1.7,1,65,19.8,40,2.8,1.75,15,4.6,14,1
610172,SHERMAN,Network 8,2023-2024,S1,28.0,6,22,,1,3.6,,,,,,1,3.6,1,0.5,1,,,,
610174,SHIELDS,Network 8,2023-2024,S1,8.0,6,2,,1,12.5,1,12.5,1,0.2,3,,,,,,,,,
610559,SHIELDS MIDDLE,ISP,2023-2024,S1,144.0,64,68,12,52,36.1,31,21.5,22,5.9,1,21,14.6,12,3.2,1.81,6,4.2,5,1.3
610176,SHOOP,Network 13,2023-2024,S1,72.0,44,26,2,4,5.6,3,4.2,3,0.7,1,1,1.4,1,0.2,1,,,,
609692,SIMEON HS,Network 17,2023-2024,S1,1049.0,575,417,57,339,32.3,241,23,175,16.4,1.48,98,9.3,86,8.1,3.23,5,0.5,5,0.5
609750,SIMPSON HS,Options,2023-2024,S1,5.0,5,,,,,,,,,,,,,,,,,,
610177,SKINNER,Network 6,2023-2024,S1,3.0,,2,1,3,100,1,33.3,1,0.1,2,2,66.7,2,0.2,2,,,,
610534,SKINNER NORTH,Network 4,2023-2024,S1,3.0,1,1,1,1,33.3,1,33.3,1,0.2,1,,,,,,,,,
609978,SMITH,Network 13,2023-2024,S1,65.0,29,36,,2,3.1,1,1.5,1,0.3,2,1,1.5,1,0.3,2,,,,
610179,SMYSER,Network 1,2023-2024,S1,97.0,57,38,2,15,15.5,13,13.4,10,1.3,1,2,2.1,2,0.3,1,,,,
610180,SMYTH,Network 6,2023-2024,S1,23.0,12,9,2,6,26.1,,,,,,6,26.1,6,1.7,1.83,,,,
610383,SOCIAL JUSTICE HS,Network 15,2023-2024,S1,44.0,2,21,21,31,70.5,,,,,,31,70.5,21,7.1,2.35,1,2.3,1,0.3
610182,SOLOMON,Network 1,2023-2024,S1,73.0,54,19,,1,1.4,1,1.4,1,0.3,1,,,,,,1,1.4,1,0.3
610543,SOLORIO HS,Network 15,2023-2024,S1,179.0,99,72,8,49,27.4,26,14.5,22,1.8,1.04,23,12.8,16,1.3,1.61,1,0.6,1,0.1
609990,SOUTH LOOP,ISP,2023-2024,S1,53.0,16,36,1,31,58.5,19,35.8,15,1.8,1,12,22.6,11,1.3,1,,,,
610530,SOUTH SHORE ES,Network 12,2023-2024,S1,20.0,2,12,6,6,30,4,20,4,1.7,2,2,10,2,0.8,3.5,3,15,3,1.2
610547,SOUTH SHORE INTL HS,Network 17,2023-2024,S1,39.0,10,29,,18,46.2,4,10.3,4,0.7,1.25,14,35.9,14,2.5,2,,,,
609745,SOUTHSIDE HS,Network 16,2023-2024,S1,9.0,1,4,4,7,77.8,,,,,,7,77.8,6,1.7,2.29,,,,
610183,SPENCER,Network 3,2023-2024,S1,78.0,25,39,14,22,28.2,4,5.1,3,0.8,1.75,18,23.1,16,4.2,1.33,2,2.6,2,0.5
610184,SPRY ES,Network 16,2023-2024,S1,6.0,6,,,,,,,,,,,,,,,,,,
610357,SPRY HS,Network 16,2023-2024,S1,14.0,5,8,1,3,21.4,1,7.1,1,1.6,1,2,14.3,2,3.2,1.5,,,,
610339,STAGG,Network 11,2023-2024,S1,21.0,,14,7,10,47.6,2,9.5,2,0.5,2,8,38.1,8,2.1,1.13,,,,
609732,STEINMETZ HS,Network 14,2023-2024,S1,712.0,453,187,72,203,28.5,106,14.9,86,7.5,1.13,97,13.6,66,5.8,2.39,14,2,13,1.1
610548,STEM,ISP,2023-2024,S1,4.0,2,1,1,1,25,,,,,,1,25,1,0.2,1,,,,
610185,STEVENSON,Network 10,2023-2024,S1,25.0,8,16,1,12,48,9,36,5,0.4,1.33,3,12,2,0.2,1.67,1,4,1,0.1
610191,STONE,Network 2,2023-2024,S1,9.0,3,6,,,,,,,,,,,,,,,,,
610192,STOWE,Network 5,2023-2024,S1,21.0,14,7,,4,19,2,9.5,2,0.4,1,2,9.5,2,0.4,1,,,,
610405,SUDER,Network 6,2023-2024,S1,285.0,227,56,2,10,3.5,10,3.5,8,1.7,1,,,,,,,,,
609733,SULLIVAN HS,Network 14,2023-2024,S1,91.0,34,31,26,39,42.9,6,6.6,6,0.8,1.33,33,36.3,28,3.9,1.24,20,22,20,2.8
610194,SUMNER,Network 5,2023-2024,S1,19.0,1,18,,12,63.2,10,52.6,9,4.4,2.5,2,10.5,2,1,2,,,,
610195,SUTHERLAND,Network 10,2023-2024,S1,64.0,22,42,,9,14.1,2,3.1,2,0.3,1,7,10.9,5,0.8,1.57,,,,
610196,SWIFT,Network 2,2023-2024,S1,27.0,7,15,5,2,7.4,2,7.4,2,0.3,2,,,,,,1,3.7,1,0.2
609734,TAFT HS,Network 14,2023-2024,S1,611.0,402,184,25,120,19.6,86,14.1,77,1.8,1.02,34,5.6,29,0.7,1.53,14,2.3,13,0.3
610197,TALCOTT,Network 6,2023-2024,S1,4.0,,3,1,,,,,,,,,,,,,,,,
610249,TALMAN,ISP,2023-2024,S1,55.0,22,25,8,28,50.9,28,50.9,22,6.4,1.14,,,,,,3,5.5,3,0.9
610279,TANNER,Network 12,2023-2024,S1,48.0,11,34,3,26,54.2,17,35.4,15,6,1,9,18.8,6,2.4,1.22,5,10.4,4,1.6
610396,TARKINGTON,Network 10,2023-2024,S1,20.0,13,6,1,1,5,1,5,1,0.1,1,,,,,,,,,
610198,TAYLOR,Network 13,2023-2024,S1,48.0,45,3,,,,,,,,,,,,,,,,,
609921,TELPOCHCALLI,Network 7,2023-2024,S1,9.0,1,6,2,6,66.7,6,66.7,5,2.1,1,,,,,,,,,
610200,THORP J,Network 12,2023-2024,S1,32.0,20,9,3,8,25,1,3.1,1,0.3,1,7,21.9,5,1.6,2.86,8,25,4,1.3
610201,THORP O,ISP,2023-2024,S1,5.0,1,4,,2,40,1,20,1,0.1,1,1,20,1,0.1,1,1,20,1,0.1
609735,TILDEN HS,Network 16,2023-2024,S1,173.0,110,50,13,42,24.3,6,3.5,6,2.7,1,36,20.8,27,12,1.86,,,,
610065,TILL,Network 9,2023-2024,S1,101.0,6,79,16,53,52.5,6,5.9,6,1.8,1,47,46.5,28,8.6,1.7,23,22.8,15,4.6
610202,TILTON,Network 5,2023-2024,S1,74.0,13,57,4,42,56.8,14,18.9,13,5.5,1.64,28,37.8,25,10.5,1.29,,,,
609773,TUBMAN,Network 4,2023-2024,S1,14.0,4,10,,4,28.6,2,14.3,2,0.7,1,2,14.3,2,0.7,1.5,,,,
609895,TURNER-DREW,ISP,2023-2024,S1,10.0,4,6,,5,50,3,30,3,1.6,1,2,20,1,0.5,2,,,,
610206,TWAIN,Network 10,2023-2024,S1,2.0,1,1,,,,,,,,,,,,,,,,,
610394,UPLIFT HS,Network 14,2023-2024,S1,133.0,80,27,26,40,30.1,17,12.8,15,9.7,1,23,17.3,18,11.6,1.61,6,4.5,5,3.2
610207,VANDERPOEL,Network 10,2023-2024,S1,11.0,4,7,,,,,,,,,,,,,,,,,
609766,VAUGHN HS,Network 14,2023-2024,S1,2.0,,2,,2,100,,,,,,2,100,1,0.5,1,,,,
610597,VIRTUAL ACADEMY HS,ISP,2023-2024,S1,1.0,,1,,,,,,,,,,,,,,,,,
610209,VOLTA,Network 1,2023-2024,S1,29.0,29,,,,,,,,,,,,,,,,,,
610039,VON LINNE,Network 4,2023-2024,S1,19.0,9,10,,3,15.8,1,5.3,1,0.1,1,2,10.5,2,0.3,1,1,5.3,1,0.1
609737,VON STEUBEN HS,Network 14,2023-2024,S1,75.0,24,39,12,23,30.7,7,9.3,7,0.4,1,16,21.3,15,0.9,1.63,2,2.7,2,0.1
610366,WACKER,ISP,2023-2024,S1,19.0,3,11,5,4,21.1,2,10.5,2,0.9,1.5,2,10.5,2,0.9,1,2,10.5,2,0.9
610213,WADSWORTH,Network 9,2023-2024,S1,1.0,,,1,1,100,,,,,,1,100,1,0.2,5,1,100,1,0.2
610216,WALSH,Network 7,2023-2024,S1,34.0,19,15,,1,2.9,,,,,,1,2.9,1,0.4,1,,,,
610217,WARD J,Network 6,2023-2024,S1,1.0,,,1,,,,,,,,,,,,,,,,
610133,WARD L,Network 5,2023-2024,S1,9.0,5,4,,,,,,,,,,,,,,,,,
610218,WARREN,Network 12,2023-2024,S1,24.0,9,11,4,8,33.3,5,20.8,5,1.8,1,3,12.5,3,1.1,1.67,2,8.3,2,0.7
610219,WASHINGTON G ES,Network 13,2023-2024,S1,11.0,7,4,,3,27.3,3,27.3,3,0.5,1.67,,,,,,,,,
610124,WASHINGTON H ES,Network 12,2023-2024,S1,5.0,,3,2,5,100,,,,,,5,100,5,2.1,2,1,20,1,0.4
609739,WASHINGTON HS,Network 17,2023-2024,S1,2062.0,1756,295,11,295,14.3,260,12.6,154,10.3,1,35,1.7,29,1.9,2.03,,,,
610220,WATERS,Network 2,2023-2024,S1,8.0,2,6,,1,12.5,,,,,,1,12.5,1,0.2,1,,,,
610221,WEBSTER,Network 5,2023-2024,S1,4.0,,4,,2,50,1,25,1,0.5,1,1,25,1,0.5,2,,,,
609740,WELLS HS,Network 15,2023-2024,S1,161.0,103,53,5,36,22.4,18,11.2,15,4.2,1,18,11.2,16,4.5,1.83,6,3.7,5,1.4
610223,WENTWORTH,Network 11,2023-2024,S1,6.0,,6,,3,50,,,,,,3,50,3,0.8,2.67,,,,
610100,WEST PARK,Network 5,2023-2024,S1,16.0,14,2,,,,,,,,,,,,,,,,,
610542,WEST RIDGE,ISP,2023-2024,S1,5.0,2,3,,,,,,,,,,,,,,,,,
610300,WESTCOTT,Network 11,2023-2024,S1,101.0,62,39,,4,4,1,1,1,0.2,1,3,3,2,0.5,1,,,,
609693,WESTINGHOUSE HS,Network 15,2023-2024,S1,6509.0,6456,49,4,31,0.5,,,,,,31,0.5,26,2.1,1.68,,,,
610225,WHISTLER,Network 13,2023-2024,S1,7.0,4,3,,2,28.6,,,,,,2,28.6,1,0.4,1.5,1,14.3,1,0.4
610315,WHITE,Network 13,2023-2024,S1,19.0,6,13,,,,,,,,,,,,,,,,,
610227,WHITNEY,Network 7,2023-2024,S1,15.0,8,7,,5,33.3,5,33.3,4,0.7,1.4,,,,,,,,,
610230,WILDWOOD,Network 1,2023-2024,S1,67.0,45,17,5,2,3,,,,,,2,3,2,0.4,2,,,,
610380,WILLIAMS HS,Network 17,2023-2024,S1,224.0,199,17,8,12,5.4,7,3.1,6,7.7,1.43,5,2.2,5,6.5,2.2,1,0.4,1,1.3
609977,WOODLAWN,Network 9,2023-2024,S1,1.0,,,1,1,100,,,,,,1,100,1,0.6,1,,,,
610345,WOODSON,Network 9,2023-2024,S1,18.0,6,10,2,5,27.8,3,16.7,3,1,1,2,11.1,2,0.7,2.5,,,,
610392,WORLD LANGUAGE HS,Network 15,2023-2024,S1,13.0,,11,2,,,,,,,,,,,,,,,,
610234,YATES,Network 5,2023-2024,S1,294.0,196,92,6,35,11.9,24,8.2,16,5.1,1.5,11,3.7,9,2.8,1.73,,,,
609748,YORK HS,Options,2023-2024,S1,16.0,13,2,1,,,,,,,,,,,,,,,,
610235,YOUNG ES,Network 3,2023-2024,S1,11.0,11,,,,,,,,,,,,,,,,,,
609755,YOUNG HS,Network 15,2023-2024,S1,5.0,1,4,,4,80,1,20,1,0,1,3,60,3,0.1,1.33,,,,
609973,ZAPATA,Network 7,2023-2024,S1,7.0,,7,,7,100,7,100,7,1.4,1,,,,,,,,,
609772,ADDAMS,ISP,2022-2023,S1,34.0,27,7,,5,14.7,4,11.8,4,0.7,1,1,2.9,1,0.2,1,,,,
610513,AIR FORCE HS,Network 16,2022-2023,S1,73.0,59,12,2,10,13.7,8,11,6,4.4,1.5,2,2.7,2,1.5,1.5,,,,
610212,ALBANY PARK,Network 1,2022-2023,S1,31.0,23,8,,2,6.5,1,3.2,1,0.5,2,1,3.2,1,0.5,1,1,3.2,1,0.5
609774,ALCOTT ES,Network 4,2022-2023,S1,12.0,3,9,,1,8.3,,,,,,1,8.3,1,0.2,1,,,,
610524,ALCOTT HS,Network 15,2022-2023,S1,89.0,39,49,1,43,48.3,23,25.8,14,4,1,20,22.5,17,4.9,1.7,,,,
609848,ALDRIDGE,Network 13,2022-2023,S1,13.0,7,6,,4,30.8,4,30.8,4,1.7,2,,,,,,,,,
609695,AMUNDSEN HS,Network 14,2022-2023,S1,356.0,289,64,3,73,20.5,47,13.2,38,2.6,1.55,26,7.3,21,1.4,1.92,1,0.3,1,0.1
609951,ARIEL,Network 9,2022-2023,S1,3.0,1,2,,,,,,,,,,,,,,,,,
609777,ARMOUR,ISP,2022-2023,S1,28.0,14,14,,1,3.6,1,3.6,1,0.4,1,,,,,,,,,
609779,ARMSTRONG G,ISP,2022-2023,S1,10.0,4,6,,5,50,2,20,1,0.1,1,3,30,2,0.2,1.67,,,,
610287,ASHBURN,Network 10,2022-2023,S1,16.0,13,3,,1,6.3,1,6.3,1,0.3,1,,,,,,,,,
400172,ASPIRA - BUSINESS & FINANCE HS,Charter,2022-2023,S1,,,,,,,,,,,,,,,,,,,,
609782,AUDUBON,Network 4,2022-2023,S1,84.0,19,57,8,,,,,,,,,,,,,,,,
610518,AUSTIN CCA HS,Network 15,2022-2023,S1,151.0,72,71,8,48,31.8,15,9.9,13,7.8,1.47,33,21.9,27,16.2,1.91,1,0.7,1,0.6
609786,AVALON PARK,Network 12,2022-2023,S1,8.0,2,6,,,,,,,,,,,,,,,,,
610325,AVONDALE-LOGANDALE,Network 4,2022-2023,S1,14.0,,10,4,12,85.7,2,14.3,2,0.4,2,10,71.4,9,1.8,1.9,1,7.1,1,0.2
610544,AZUELA,ISP,2022-2023,S1,26.0,4,18,4,5,19.2,4,15.4,4,0.6,1,1,3.8,1,0.1,2,2,7.7,2,0.3
610563,BACK OF THE YARDS HS,ISP,2022-2023,S1,22.0,3,5,14,17,77.3,1,4.5,1,0.1,1,16,72.7,12,1.2,2.75,1,4.5,1,0.1
609788,BARNARD,Network 10,2022-2023,S1,53.0,30,22,1,7,13.2,,,,,,7,13.2,5,1.9,1.29,,,,
609790,BARTON,Network 11,2022-2023,S1,13.0,,13,,13,100,,,,,,13,100,11,2.8,2.08,,,,
609791,BASS,Network 11,2022-2023,S1,45.0,25,11,9,8,17.8,3,6.7,3,0.9,2.67,5,11.1,5,1.5,2.6,2,4.4,2,0.6
609792,BATEMAN,Network 1,2022-2023,S1,20.0,9,7,4,11,55,7,35,6,0.7,1,4,20,4,0.5,1.5,,,,
610246,BEASLEY,Network 9,2022-2023,S1,4.0,3,1,,1,25,,,,,,1,25,1,0.1,2,,,,
609796,BEAUBIEN,Network 1,2022-2023,S1,76.0,31,40,5,12,15.8,12,15.8,11,1.1,1,,,,,,,,,
610237,BEETHOVEN,Network 9,2022-2023,S1,25.0,4,12,9,18,72,3,12,3,1.1,1.67,15,60,12,4.6,2.53,,,,
609797,BEIDLER,Network 5,2022-2023,S1,5.0,,2,3,3,60,2,40,2,0.8,2,1,20,1,0.4,2,,,,
609798,BELDING,Network 1,2022-2023,S1,14.0,,10,4,8,57.1,5,35.7,5,0.9,1,3,21.4,2,0.4,1.33,1,7.1,1,0.2
609799,BELL,Network 4,2022-2023,S1,103.0,48,44,11,21,20.4,10,9.7,8,0.9,1,11,10.7,3,0.3,1.64,,,,
609803,BLAINE,Network 4,2022-2023,S1,40.0,18,21,1,7,17.5,4,10,3,0.5,1.5,3,7.5,2,0.3,2.67,1,2.5,1,0.2
609698,BOGAN HS,Network 16,2022-2023,S1,236.0,95,78,63,80,33.9,9,3.8,9,1.4,1.44,71,30.1,56,9,3.11,3,1.3,3,0.5
610238,BOND,Network 11,2022-2023,S1,2.0,,,2,,,,,,,,,,,,,,,,
609804,BOONE,Network 2,2022-2023,S1,39.0,10,19,10,23,59,23,59,22,3.1,1,,,,,,1,2.6,1,0.1
609815,BOUCHET,Network 12,2022-2023,S1,5.0,,1,4,1,20,,,,,,1,20,1,0.2,1,,,,
610323,BOWEN HS,Network 17,2022-2023,S1,264.0,149,115,,107,40.5,88,33.3,50,26.1,1.28,19,7.2,14,7.3,1.79,,,,
609806,BRADWELL,Network 12,2022-2023,S1,97.0,54,34,9,17,17.5,,,,,,17,17.5,15,3.5,1.94,1,1,1,0.2
610242,BRENNEMANN,Network 2,2022-2023,S1,69.0,12,45,12,31,44.9,11,15.9,9,2.1,1.18,20,29,16,3.7,1.35,,,,
609809,BRENTANO,Network 4,2022-2023,S1,2.0,1,1,,2,100,1,50,1,0.1,1,1,50,1,0.1,1,,,,
609810,BRIDGE,Network 1,2022-2023,S1,44.0,17,24,3,15,34.1,2,4.5,2,0.2,1,13,29.5,5,0.5,1.54,3,6.8,2,0.2
609811,BRIGHT,Network 13,2022-2023,S1,3.0,,3,,1,33.3,,,,,,1,33.3,1,0.4,3,,,,
610590,BRONZEVILLE CLASSICAL,Network 9,2022-2023,S1,6.0,4,2,,,,,,,,,,,,,,,,,
610381,BRONZEVILLE HS,Network 17,2022-2023,S1,20.0,6,13,1,,,,,,,,,,,,,,,,
609726,BROOKS HS,ISP,2022-2023,S1,30.0,20,7,3,8,26.7,6,20,5,0.5,1.17,2,6.7,2,0.2,3,,,,
610091,BROWN R,Network 13,2022-2023,S1,11.0,3,7,1,2,18.2,2,18.2,2,0.7,1,,,,,,,,,
609812,BROWN W,Network 6,2022-2023,S1,23.0,7,15,1,1,4.3,1,4.3,1,0.5,2,,,,,,,,,
609813,BROWNELL,Network 12,2022-2023,S1,21.0,6,15,,14,66.7,13,61.9,12,9.1,1.38,1,4.8,1,0.8,1,,,,
609830,BRUNSON,Network 3,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,1,100,1,0.2
609817,BUDLONG,ISP,2022-2023,S1,36.0,27,9,,4,11.1,4,11.1,4,0.6,1,,,,,,,,,
609818,BURBANK,Network 3,2022-2023,S1,17.0,5,10,2,9,52.9,8,47.1,6,0.9,1.75,1,5.9,1,0.1,1,4,23.5,4,0.6
609820,BURLEY,ISP,2022-2023,S1,2.0,,2,,1,50,1,50,1,0.2,1,,,,,,,,,
609821,BURNHAM,Network 13,2022-2023,S1,68.0,8,57,3,18,26.5,11,16.2,10,2.4,1.18,7,10.3,6,1.4,1.57,,,,
609827,BURNSIDE,Network 12,2022-2023,S1,4.0,1,3,,3,75,3,75,3,1,1.33,,,,,,,,,
609828,BURR,Network 6,2022-2023,S1,2.0,1,1,,1,50,1,50,1,0.2,1,,,,,,,,,
609832,BYRNE,Network 10,2022-2023,S1,104.0,92,12,,5,4.8,5,4.8,3,0.5,1.2,,,,,,1,1,1,0.2
610353,CALMECA,Network 8,2022-2023,S1,15.0,6,6,3,5,33.3,4,26.7,4,0.6,1,1,6.7,1,0.2,2,,,,
609835,CAMERON,Network 5,2022-2023,S1,43.0,16,25,2,22,51.2,16,37.2,15,2.7,1,6,14,6,1.1,1.67,,,,
610539,CAMRAS,ISP,2022-2023,S1,8.0,3,3,2,3,37.5,1,12.5,1,0.1,2,2,25,2,0.3,2,2,25,2,0.3
609836,CANTY,Network 1,2022-2023,S1,95.0,52,41,2,9,9.5,9,9.5,7,0.9,1.56,,,,,,,,,
610024,CARDENAS,ISP,2022-2023,S1,58.0,45,13,,,,,,,,,,,,,,,,,
609837,CARNEGIE,Network 9,2022-2023,S1,25.0,3,21,1,13,52,2,8,2,0.5,2,11,44,10,2.3,1.73,1,4,1,0.2
609839,CARROLL,Network 10,2022-2023,S1,91.0,48,38,5,18,19.8,,,,,,18,19.8,14,3.4,1.39,1,1.1,1,0.2
609842,CARSON,ISP,2022-2023,S1,17.0,3,14,,8,47.1,7,41.2,6,0.8,1.14,1,5.9,1,0.1,2,5,29.4,5,0.6
609844,CARTER,Network 9,2022-2023,S1,47.0,17,25,5,20,42.6,,,,,,20,42.6,15,5.2,1.2,1,2.1,1,0.3
609845,CARVER G,Network 13,2022-2023,S1,87.0,42,34,11,18,20.7,2,2.3,2,0.4,1.5,16,18.4,14,3,2.19,3,3.4,3,0.6
609760,CARVER MILITARY HS,Network 17,2022-2023,S1,45.0,9,35,1,24,53.3,13,28.9,13,3.2,1.08,11,24.4,8,2,1.73,,,,
610021,CASALS,Network 5,2022-2023,S1,53.0,25,27,1,2,3.8,2,3.8,2,0.6,1.5,,,,,,,,,
610251,CATHER,Network 5,2022-2023,S1,71.0,18,49,4,9,12.7,1,1.4,1,0.3,1,8,11.3,8,2.4,1.38,2,2.8,2,0.6
609851,CHALMERS,Network 5,2022-2023,S1,48.0,15,29,4,25,52.1,25,52.1,20,9.5,1.52,,,,,,,,,
609852,CHAPPELL,Network 2,2022-2023,S1,25.0,13,12,,2,8,2,8,2,0.4,1,,,,,,,,,
609853,CHASE,Network 4,2022-2023,S1,1.0,,1,,,,,,,,,,,,,,,,,
610148,CHAVEZ,ISP,2022-2023,S1,7.0,,6,1,5,71.4,3,42.9,2,0.2,1.67,2,28.6,2,0.2,1.5,,,,
610248,CHICAGO ACADEMY ES,AUSL,2022-2023,S1,10.0,7,3,,,,,,,,,,,,,,,,,
610340,CHICAGO ACADEMY HS,AUSL,2022-2023,S1,39.0,25,10,4,14,35.9,11,28.2,10,1.8,1.27,3,7.7,3,0.5,2,,,,
609753,CHICAGO AGRICULTURE HS,ISP,2022-2023,S1,62.0,13,46,3,23,37.1,,,,,,23,37.1,22,2.8,2.26,,,,
400035,CHICAGO MATH & SCIENCE HS,Charter,2022-2023,S1,,,,,,,,,,,,,,,,,,,,
609754,CHICAGO MILITARY HS,Network 17,2022-2023,S1,34.0,16,14,4,8,23.5,,,,,,8,23.5,8,3.5,2,,,,
400091,CHICAGO TECH HS,Contract,2022-2023,S1,13.0,1,8,4,6,46.2,,,,,,6,46.2,6,1.6,3,1,7.7,1,0.3
609674,CHICAGO VOCATIONAL HS,Network 17,2022-2023,S1,198.0,86,92,20,58,29.3,,,,,,58,29.3,50,8,2.62,14,7.1,14,2.2
610060,CHICAGO WORLD LANGUAGE ACADEMY,Network 6,2022-2023,S1,32.0,25,7,,6,18.8,4,12.5,3,0.7,1,2,6.3,2,0.4,2,,,,
609854,CHOPIN,Network 5,2022-2023,S1,3.0,,3,,1,33.3,1,33.3,1,0.4,1,,,,,,,,,
609855,CHRISTOPHER,Network 8,2022-2023,S1,1.0,,,1,1,100,,,,,,1,100,1,0.3,3,3,300,2,0.6
400026,CICS - LOOMIS,Charter,2022-2023,S1,,,,,,,,,,,,,,,,,,,,
610347,CLAREMONT,Network 10,2022-2023,S1,8.0,1,7,,4,50,,,,,,4,50,4,1.1,1.5,,,,
609795,CLARK ES,ISP,2022-2023,S1,51.0,37,14,,7,13.7,5,9.8,5,3.3,1,2,3.9,2,1.3,2,,,,
610244,CLARK HS,ISP,2022-2023,S1,386.0,290,90,6,38,9.8,,,,,,38,9.8,33,7.3,2.53,3,0.8,3,0.7
